file,path,class,slot,populated,total,percentage
kb/disorders/ATTR_Amyloidosis.yaml,pathophysiology[4].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,pathophysiology[4].biological_processes[1],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,pathophysiology[4].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[0],Phenotype,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[0].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[0].sequelae[0],CausalEdge,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[0].sequelae[1],CausalEdge,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[0].sequelae[2],CausalEdge,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[1],Phenotype,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[1].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[1].sequelae[0],CausalEdge,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[1].sequelae[1],CausalEdge,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[1].sequelae[2],CausalEdge,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[2],Phenotype,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[3],Phenotype,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[3].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[4],Phenotype,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[5],Phenotype,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[5].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[6],Phenotype,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[6].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[7],Phenotype,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[7].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[8],Phenotype,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[8].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[9],Phenotype,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[9].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[10],Phenotype,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[10].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[11],Phenotype,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[11].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[12],Phenotype,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,phenotypes[12].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,biochemical[0],Biochemical,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,biochemical[1],Biochemical,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,genetic[0],Genetic,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,genetic[1],Genetic,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,genetic[2],Genetic,evidence,0,1,0.0
kb/disorders/ATTR_Amyloidosis.yaml,environmental[0],Environmental,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[0],Treatment,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[0].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[1],Treatment,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[1].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[2],Treatment,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[2].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[3],Treatment,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[3].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[4],Treatment,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[4].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[5],Treatment,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,treatments[5].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,diagnosis[0],Diagnosis,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,diagnosis[1],Diagnosis,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,diagnosis[2],Diagnosis,evidence,1,1,100.0
kb/disorders/ATTR_Amyloidosis.yaml,diagnosis[3],Diagnosis,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,(root),Disease,datasets,0,1,0.0
kb/disorders/Achoo_Syndrome.yaml,disease_term,DiseaseDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,prevalence[0],Prevalence,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,prevalence[1],Prevalence,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0],Pathophysiology,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0].biological_processes[1],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0].locations[1],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0].locations[2],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[0].locations[3],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[1],Pathophysiology,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[1].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[1].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[2],Pathophysiology,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[2].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[2].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[2].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[2].locations[1],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[3],Pathophysiology,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[3].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[3].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[3].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,pathophysiology[3].locations[1],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,phenotypes[0],Phenotype,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,phenotypes[1],Phenotype,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,phenotypes[2],Phenotype,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,phenotypes[2].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,phenotypes[3],Phenotype,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,phenotypes[4],Phenotype,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,phenotypes[4].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,genetic[0],Genetic,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,genetic[1],Genetic,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,genetic[2],Genetic,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,genetic[3],Genetic,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,genetic[4],Genetic,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,genetic[5],Genetic,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,environmental[0],Environmental,evidence,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,treatments[0],Treatment,evidence,0,1,0.0
kb/disorders/Achoo_Syndrome.yaml,treatments[0].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/Achoo_Syndrome.yaml,inheritance[0],Inheritance,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,(root),Disease,datasets,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,disease_term,DiseaseDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,has_subtypes[0],Subtype,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,prevalence[0],Prevalence,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,progression[0],ProgressionInfo,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0],Pathophysiology,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].biological_processes[1],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].biological_processes[2],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].locations[1],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].genes[0],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].genes[1],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[0].genes[2],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[1],Pathophysiology,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[1].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[2],Pathophysiology,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[2].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[3],Pathophysiology,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[3].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[3].cell_types[1],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[3].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[3].genes[0],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[4],Pathophysiology,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[4].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[4].genes[0],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[4].genes[1],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[4].genes[2],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[4].genes[3],GeneDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[5],Pathophysiology,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,pathophysiology[5].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[0],Phenotype,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[0].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[1],Phenotype,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[1].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[2],Phenotype,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[2].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[3],Phenotype,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[3].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[4],Phenotype,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[4].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[5],Phenotype,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,phenotypes[5].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,biochemical[0],Biochemical,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,biochemical[1],Biochemical,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[0],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[1],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[2],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[3],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[4],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[5],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[6],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,genetic[7],Genetic,evidence,0,1,0.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,treatments[0],Treatment,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,treatments[0].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,treatments[1],Treatment,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,treatments[1].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,treatments[2],Treatment,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,treatments[2].treatment_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,infectious_agent[0],InfectiousAgent,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,transmission[0],Transmission,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,transmission[1],Transmission,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,transmission[2],Transmission,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,diagnosis[0],Diagnosis,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,diagnosis[0].diagnosis_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,diagnosis[1],Diagnosis,evidence,1,1,100.0
kb/disorders/Acquired_Immunodeficiency_Syndrome.yaml,diagnosis[1].diagnosis_term,TreatmentDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,(root),Disease,datasets,0,1,0.0
kb/disorders/Addisons_Disease.yaml,disease_term,DiseaseDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,prevalence[0],Prevalence,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,progression[0],ProgressionInfo,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0],Pathophysiology,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].cell_types[0],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].cell_types[1],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].cell_types[2],CellTypeDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].biological_processes[1],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].biological_processes[2],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].biological_processes[3],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].locations[1],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].locations[2],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].downstream[0],CausalEdge,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[0].downstream[1],CausalEdge,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[1],Pathophysiology,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[1].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[1].biological_processes[1],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[1].biological_processes[2],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[1].downstream[0],CausalEdge,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[1].downstream[1],CausalEdge,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[2],Pathophysiology,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[2].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[2].biological_processes[1],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[2].biological_processes[2],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[2].locations[0],AnatomicalEntityDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[2].downstream[0],CausalEdge,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[2].downstream[1],CausalEdge,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3],Pathophysiology,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].biological_processes[0],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].biological_processes[1],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].biological_processes[2],BiologicalProcessDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].downstream[0],CausalEdge,evidence,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[0],GeneDescriptor,term,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[1],GeneDescriptor,term,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[2],GeneDescriptor,term,0,1,0.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[3],GeneDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[4],GeneDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[5],GeneDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[6],GeneDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[7],GeneDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[8],GeneDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,pathophysiology[3].genes[9],GeneDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,phenotypes[0],Phenotype,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,phenotypes[0].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,phenotypes[1],Phenotype,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,phenotypes[1].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
kb/disorders/Addisons_Disease.yaml,phenotypes[2],Phenotype,evidence,1,1,100.0
kb/disorders/Addisons_Disease.yaml,phenotypes[2].phenotype_term,PhenotypeDescriptor,term,1,1,100.0
