curie,label,retrieved_at
NCIT:C7058,Melanocytic Neoplasm,2026-02-09T22:43:23.652069
NCIT:C3786,Mesothelial Neoplasm,2026-02-09T22:43:23.652071
NCIT:C3400,Synovial Sarcoma,2026-02-09T22:43:23.652073
NCIT:C37072,Neoplastic Promyelocyte,2026-02-09T22:43:23.652076
NCIT:C3184,Adult T-Cell Leukemia/Lymphoma,2026-02-09T22:43:23.652078
NCIT:C3359,Rhabdomyosarcoma,2026-02-09T22:43:23.652080
NCIT:C4914,Skin Carcinoma,2026-02-09T22:43:23.652082
NCIT:C4035,Thyroid Gland Papillary Carcinoma,2026-02-09T22:43:23.652084
NCIT:C154325,Dabrafenib/Trametinib Regimen,2026-02-09T22:43:23.652087
NCIT:C5596,Prostate Acinar Adenocarcinoma,2026-02-09T22:43:23.652089
NCIT:C156767,Basal Cell Carcinoma,2026-02-09T22:43:23.652091
NCIT:C7540,Small Lymphocytic Lymphoma,2026-02-09T22:43:23.652093
NCIT:C36312,B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1,2026-02-09T22:43:23.652096
NCIT:C4033,Clear Cell Renal Cell Carcinoma,2026-02-09T22:43:23.652098
NCIT:C3745,Clear Cell Sarcoma of Soft Tissue,2026-02-09T22:43:23.652101
NCIT:C8300,Desmoplastic Small Round Cell Tumor,2026-02-09T22:43:23.652103
NCIT:C8851,Diffuse Large B-Cell Lymphoma,2026-02-09T22:43:23.652106
NCIT:C19919,Megakaryocyte Proliferation,2026-02-09T22:43:23.652108
NCIT:C4817,Ewing Sarcoma,2026-02-09T22:43:23.652110
NCIT:C4030,Urothelial Carcinoma,2026-02-09T22:43:23.652112
NCIT:C3868,Gastrointestinal Stromal Tumor,2026-02-09T22:43:23.652114
NCIT:C185368,"Diffuse Midline Glioma, H3 K27-Altered",2026-02-09T22:43:23.652116
NCIT:C3769,Endometrioid Adenocarcinoma,2026-02-09T22:43:23.652119
NCIT:C7056,Mature B-Cell Non-Hodgkin Lymphoma,2026-02-09T22:43:23.652121
NCIT:C3879,Thyroid Gland Medullary Carcinoma,2026-02-09T22:43:23.652124
NCIT:C3222,Medulloblastoma,2026-02-09T22:43:23.652126
NCIT:C9231,Merkel Cell Carcinoma,2026-02-09T22:43:23.652128
NCIT:C132146,Malignant Solid Neoplasm,2026-02-09T22:43:23.652130
NCIT:C3270,Neuroblastoma,2026-02-09T22:43:23.652133
NCIT:C3167,Acute Lymphoblastic Leukemia,2026-02-09T22:43:23.652135
NCIT:C188218,Neuroendocrine Tumor,2026-02-09T22:43:23.652137
NCIT:C113711,Erythrocytosis,2026-02-09T22:43:23.652139
NCIT:C36212,Bone Marrow Fibrosis,2026-02-09T22:43:23.652141
NCIT:C7541,Retinoblastoma,2026-02-09T22:43:23.652144
NCIT:C3267,Wilms Tumor,2026-02-09T22:43:23.652146
NCIT:C68327,Butyric Acid,2026-02-09T22:43:23.652148
NCIT:C20508,Interleukin-4,2026-02-09T22:43:23.652150
NCIT:C20515,Interleukin-13,2026-02-09T22:43:23.652152
NCIT:C20545,Granulocyte-Macrophage Colony-Stimulating Factor,2026-02-09T22:43:23.652154
NCIT:C28756,C-X-C Motif Chemokine 10,2026-02-09T22:43:23.652157
NCIT:C113837,Interleukin-31,2026-02-09T22:43:23.652159
NCIT:C64857,Phosphate Measurement,2026-02-09T22:43:23.652161
NCIT:C64853,Potassium Measurement,2026-02-09T22:43:23.652163
NCIT:C64840,Magnesium Measurement,2026-02-09T22:43:23.652166
NCIT:C2288,Somatotropin,2026-02-09T22:43:23.652168
NCIT:C778,Prolactin,2026-02-09T22:43:23.652170
