gene_symbol,gene_hgnc_id,disease_label,disease_mondo_id,classification,go_id,go_label,mapping_type,confidence,evidence_category
ABHD12,HGNC:15868,PHARC syndrome,MONDO:0012984,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ABHD12,HGNC:15868,PHARC syndrome,MONDO:0012984,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ABHD5,HGNC:21396,Dorfman-Chanarin disease,MONDO:0010155,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ABHD5,HGNC:21396,Dorfman-Chanarin disease,MONDO:0010155,Definitive,GO:0008152,metabolic process,keyword,medium,keyword
ABHD5,HGNC:21396,Dorfman-Chanarin disease,MONDO:0010155,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ABHD5,HGNC:21396,Dorfman-Chanarin disease,MONDO:0010155,Definitive,GO:0005488,binding,keyword,medium,keyword
ABHD5,HGNC:21396,Dorfman-Chanarin disease,MONDO:0010155,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACAD8,HGNC:87,isobutyryl-CoA dehydrogenase deficiency,MONDO:0012648,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACAD8,HGNC:87,isobutyryl-CoA dehydrogenase deficiency,MONDO:0012648,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ACAD8,HGNC:87,isobutyryl-CoA dehydrogenase deficiency,MONDO:0012648,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,Definitive,GO:0010467,gene expression,direct,high,Expression
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,Definitive,GO:0006412,translation,inferred,medium,Expression
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,Definitive,GO:0016020,membrane,keyword,medium,keyword
ACADM,HGNC:89,medium chain acyl-CoA dehydrogenase deficiency,MONDO:0008721,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACADM,HGNC:89,medium chain acyl-CoA dehydrogenase deficiency,MONDO:0008721,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACADM,HGNC:89,medium chain acyl-CoA dehydrogenase deficiency,MONDO:0008721,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
ACADM,HGNC:89,medium chain acyl-CoA dehydrogenase deficiency,MONDO:0008721,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACADS,HGNC:90,short chain acyl-CoA dehydrogenase deficiency,MONDO:0008722,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACADS,HGNC:90,short chain acyl-CoA dehydrogenase deficiency,MONDO:0008722,Definitive,GO:0010467,gene expression,direct,high,Expression
ACADS,HGNC:90,short chain acyl-CoA dehydrogenase deficiency,MONDO:0008722,Definitive,GO:0006412,translation,inferred,medium,Expression
ACADVL,HGNC:92,very long chain acyl-CoA dehydrogenase deficiency,MONDO:0008723,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACADVL,HGNC:92,very long chain acyl-CoA dehydrogenase deficiency,MONDO:0008723,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACADVL,HGNC:92,very long chain acyl-CoA dehydrogenase deficiency,MONDO:0008723,Definitive,GO:0010467,gene expression,direct,high,Expression
ACADVL,HGNC:92,very long chain acyl-CoA dehydrogenase deficiency,MONDO:0008723,Definitive,GO:0006412,translation,inferred,medium,Expression
ACADVL,HGNC:92,very long chain acyl-CoA dehydrogenase deficiency,MONDO:0008723,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,Definitive,GO:0010467,gene expression,direct,high,Expression
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,Definitive,GO:0006412,translation,inferred,medium,Expression
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,Definitive,GO:0009056,catabolic process,keyword,medium,keyword
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,Definitive,GO:0006351,DNA-templated transcription,keyword,high,keyword
ACD,HGNC:25070,ACD-related short telomere syndrome,MONDO:0100569,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACD,HGNC:25070,ACD-related short telomere syndrome,MONDO:0100569,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ACD,HGNC:25070,ACD-related short telomere syndrome,MONDO:0100569,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACD,HGNC:25070,ACD-related short telomere syndrome,MONDO:0100569,Definitive,GO:0010467,gene expression,direct,high,Expression
ACD,HGNC:25070,ACD-related short telomere syndrome,MONDO:0100569,Definitive,GO:0006412,translation,inferred,medium,Expression
ACO2,HGNC:118,mitochondrial disease,MONDO:0044970,Strong,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACO2,HGNC:118,mitochondrial disease,MONDO:0044970,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACO2,HGNC:118,mitochondrial disease,MONDO:0044970,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACO2,HGNC:118,mitochondrial disease,MONDO:0044970,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
ACO2,HGNC:118,mitochondrial disease,MONDO:0044970,Definitive,GO:0005737,cytoplasm,keyword,high,keyword
ACOX1,HGNC:119,peroxisomal acyl-CoA oxidase deficiency,MONDO:0009919,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACOX1,HGNC:119,peroxisomal acyl-CoA oxidase deficiency,MONDO:0009919,Definitive,GO:0010467,gene expression,direct,high,Expression
ACOX1,HGNC:119,peroxisomal acyl-CoA oxidase deficiency,MONDO:0009919,Definitive,GO:0006412,translation,inferred,medium,Expression
ACOX1,HGNC:119,peroxisomal acyl-CoA oxidase deficiency,MONDO:0009919,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACSF3,HGNC:27288,combined malonic and methylmalonic acidemia,MONDO:0013661,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACSF3,HGNC:27288,combined malonic and methylmalonic acidemia,MONDO:0013661,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ACSF3,HGNC:27288,combined malonic and methylmalonic acidemia,MONDO:0013661,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACSL4,HGNC:3571,non-syndromic X-linked intellectual disability,MONDO:0019181,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACSL4,HGNC:3571,non-syndromic X-linked intellectual disability,MONDO:0019181,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACSL4,HGNC:3571,non-syndromic X-linked intellectual disability,MONDO:0019181,Definitive,GO:0010467,gene expression,direct,high,Expression
ACSL4,HGNC:3571,non-syndromic X-linked intellectual disability,MONDO:0019181,Definitive,GO:0006412,translation,inferred,medium,Expression
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0010467,gene expression,direct,high,Expression
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0006412,translation,inferred,medium,Expression
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0005488,binding,keyword,medium,keyword
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0010467,gene expression,direct,high,Expression
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0006412,translation,inferred,medium,Expression
ACTA1,HGNC:129,alpha-actinopathy,MONDO:0100084,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ACTB,HGNC:132,Baraitser-Winter cerebrofrontofacial syndrome,MONDO:0017579,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACTC1,HGNC:143,hypertrophic cardiomyopathy,MONDO:0005045,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACTC1,HGNC:143,hypertrophic cardiomyopathy,MONDO:0005045,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACTC1,HGNC:143,hypertrophic cardiomyopathy,MONDO:0005045,Definitive,GO:0010467,gene expression,direct,high,Expression
ACTC1,HGNC:143,hypertrophic cardiomyopathy,MONDO:0005045,Definitive,GO:0006412,translation,inferred,medium,Expression
ACTG1,HGNC:144,nonsyndromic genetic hearing loss,MONDO:0019497,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACTN1,HGNC:163,platelet-type bleeding disorder 15,MONDO:0014078,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACVR1,HGNC:171,fibrodysplasia ossificans progressiva,MONDO:0007606,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ACVR1,HGNC:171,fibrodysplasia ossificans progressiva,MONDO:0007606,Definitive,GO:0023052,signaling,keyword,medium,keyword
ACVR1,HGNC:171,fibrodysplasia ossificans progressiva,MONDO:0007606,Definitive,GO:0038023,signaling receptor activity,keyword,medium,keyword
ACVR1,HGNC:171,fibrodysplasia ossificans progressiva,MONDO:0007606,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ACVR1,HGNC:171,fibrodysplasia ossificans progressiva,MONDO:0007606,Definitive,GO:0010467,gene expression,direct,high,Expression
ACVR1,HGNC:171,fibrodysplasia ossificans progressiva,MONDO:0007606,Definitive,GO:0006412,translation,inferred,medium,Expression
ACY1,HGNC:177,aminoacylase 1 deficiency,MONDO:0012368,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ACY1,HGNC:177,aminoacylase 1 deficiency,MONDO:0012368,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ADA,HGNC:186,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",MONDO:0007064,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ADA,HGNC:186,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",MONDO:0007064,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
ADA,HGNC:186,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",MONDO:0007064,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ADA,HGNC:186,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",MONDO:0007064,Definitive,GO:0005764,lysosome,keyword,high,keyword
ADA2,HGNC:1839,deficiency of adenosine deaminase 2,MONDO:0100317,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ADA2,HGNC:1839,deficiency of adenosine deaminase 2,MONDO:0100317,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ADA2,HGNC:1839,deficiency of adenosine deaminase 2,MONDO:0100317,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ADA2,HGNC:1839,deficiency of adenosine deaminase 2,MONDO:0100317,Definitive,GO:0005488,binding,keyword,medium,keyword
ADA2,HGNC:1839,deficiency of adenosine deaminase 2,MONDO:0100317,Definitive,GO:0010467,gene expression,direct,high,Expression
ADA2,HGNC:1839,deficiency of adenosine deaminase 2,MONDO:0100317,Definitive,GO:0006412,translation,inferred,medium,Expression
ADAM9,HGNC:216,ADAM9-related retinopathy,MONDO:0800398,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ADAM9,HGNC:216,ADAM9-related retinopathy,MONDO:0800398,Definitive,GO:0038023,signaling receptor activity,keyword,medium,keyword
ADAM9,HGNC:216,ADAM9-related retinopathy,MONDO:0800398,Definitive,GO:0010467,gene expression,direct,high,Expression
ADAM9,HGNC:216,ADAM9-related retinopathy,MONDO:0800398,Definitive,GO:0006412,translation,inferred,medium,Expression
ADAM9,HGNC:216,ADAM9-related retinopathy,MONDO:0800398,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ADAM9,HGNC:216,ADAM9-related retinopathy,MONDO:0800398,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ADAMTS13,HGNC:1366,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ADAMTS13,HGNC:1366,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ADAMTS13,HGNC:1366,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ADGRV1,HGNC:17416,Usher syndrome type 2,MONDO:0016484,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ADGRV1,HGNC:17416,Usher syndrome type 2,MONDO:0016484,Definitive,GO:0010467,gene expression,direct,high,Expression
ADGRV1,HGNC:17416,Usher syndrome type 2,MONDO:0016484,Definitive,GO:0006412,translation,inferred,medium,Expression
ADK,HGNC:257,adenosine kinase deficiency,MONDO:0100255,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
ADK,HGNC:257,adenosine kinase deficiency,MONDO:0100255,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
ADK,HGNC:257,adenosine kinase deficiency,MONDO:0100255,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
ADK,HGNC:257,adenosine kinase deficiency,MONDO:0100255,Definitive,GO:0010467,gene expression,direct,high,Expression
ADK,HGNC:257,adenosine kinase deficiency,MONDO:0100255,Definitive,GO:0006412,translation,inferred,medium,Expression
AFG2A,HGNC:18119,syndromic complex neurodevelopmental disorder,MONDO:0800439,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
AFG2A,HGNC:18119,syndromic complex neurodevelopmental disorder,MONDO:0800439,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AFG2A,HGNC:18119,syndromic complex neurodevelopmental disorder,MONDO:0800439,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
AGA,HGNC:318,aspartylglucosaminuria,MONDO:0008830,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AGA,HGNC:318,aspartylglucosaminuria,MONDO:0008830,Definitive,GO:0005764,lysosome,keyword,high,keyword
AGA,HGNC:318,aspartylglucosaminuria,MONDO:0008830,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
AGA,HGNC:318,aspartylglucosaminuria,MONDO:0008830,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AGK,HGNC:21869,mitochondrial disease,MONDO:0044970,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
AGK,HGNC:21869,mitochondrial disease,MONDO:0044970,Definitive,GO:0016301,kinase activity,keyword,high,keyword
AGK,HGNC:21869,mitochondrial disease,MONDO:0044970,Definitive,GO:0016310,phosphorylation,keyword,high,keyword
AGK,HGNC:21869,mitochondrial disease,MONDO:0044970,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
AGK,HGNC:21869,mitochondrial disease,MONDO:0044970,Definitive,GO:0016020,membrane,keyword,medium,keyword
AGK,HGNC:21869,mitochondrial disease,MONDO:0044970,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AGL,HGNC:321,glycogen storage disease III,MONDO:0009291,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
AGL,HGNC:321,glycogen storage disease III,MONDO:0009291,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AGL,HGNC:321,glycogen storage disease III,MONDO:0009291,Definitive,GO:0016740,transferase activity,keyword,high,keyword
AGL,HGNC:321,glycogen storage disease III,MONDO:0009291,Definitive,GO:0010467,gene expression,direct,high,Expression
AGL,HGNC:321,glycogen storage disease III,MONDO:0009291,Definitive,GO:0006412,translation,inferred,medium,Expression
AGL,HGNC:321,glycogen storage disease III,MONDO:0009291,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AGO2,HGNC:3263,Lessel-Kreienkamp syndrome,MONDO:0030897,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
AGO2,HGNC:3263,Lessel-Kreienkamp syndrome,MONDO:0030897,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AGO2,HGNC:3263,Lessel-Kreienkamp syndrome,MONDO:0030897,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AGPAT2,HGNC:325,lipodystrophy,MONDO:0006573,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AGPAT2,HGNC:325,lipodystrophy,MONDO:0006573,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
AGPAT2,HGNC:325,lipodystrophy,MONDO:0006573,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
AGPAT2,HGNC:325,lipodystrophy,MONDO:0006573,Definitive,GO:0016020,membrane,keyword,medium,keyword
AGPAT2,HGNC:325,lipodystrophy,MONDO:0006573,Definitive,GO:0005886,plasma membrane,keyword,high,keyword
AGPAT2,HGNC:325,lipodystrophy,MONDO:0006573,Definitive,GO:0010467,gene expression,direct,high,Expression
AGPAT2,HGNC:325,lipodystrophy,MONDO:0006573,Definitive,GO:0006412,translation,inferred,medium,Expression
AHI1,HGNC:21575,Joubert syndrome 3,MONDO:0012078,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
AHI1,HGNC:21575,Joubert syndrome 3,MONDO:0012078,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AHI1,HGNC:21575,Joubert syndrome 3,MONDO:0012078,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AHI1,HGNC:21575,Joubert syndrome 3,MONDO:0012078,Definitive,GO:0023052,signaling,keyword,medium,keyword
AIRE,HGNC:360,autoimmune polyendocrine syndrome type 1,MONDO:0009411,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AIRE,HGNC:360,autoimmune polyendocrine syndrome type 1,MONDO:0009411,Definitive,GO:0003674,molecular_function,inferred,low,Functional Alteration
AIRE,HGNC:360,autoimmune polyendocrine syndrome type 1,MONDO:0009411,Definitive,GO:0006915,apoptotic process,keyword,high,keyword
AIRE,HGNC:360,autoimmune polyendocrine syndrome type 1,MONDO:0009411,Definitive,GO:0010467,gene expression,direct,high,Expression
AIRE,HGNC:360,autoimmune polyendocrine syndrome type 1,MONDO:0009411,Definitive,GO:0006412,translation,inferred,medium,Expression
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0006915,apoptotic process,keyword,high,keyword
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0008152,metabolic process,keyword,medium,keyword
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0010467,gene expression,direct,high,Expression
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0006412,translation,inferred,medium,Expression
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0023052,signaling,keyword,medium,keyword
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,Definitive,GO:0005739,mitochondrion,keyword,medium,keyword
AKR1D1,HGNC:388,congenital bile acid synthesis defect 2,MONDO:0009339,Definitive,GO:0008150,biological_process,inferred,low,Model Systems
AKR1D1,HGNC:388,congenital bile acid synthesis defect 2,MONDO:0009339,Definitive,GO:0008152,metabolic process,keyword,medium,keyword
AKR1D1,HGNC:388,congenital bile acid synthesis defect 2,MONDO:0009339,Definitive,GO:0003674,molecular_function,direct,high,Biochemical Function
AKR1D1,HGNC:388,congenital bile acid synthesis defect 2,MONDO:0009339,Definitive,GO:0003824,catalytic activity,inferred,medium,Biochemical Function
