disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
Blau_Syndrome,Joint Destruction,TISSUE,5,,,,"Granulomatous synovitis causing progressive polyarthritis, boggy synovial swelling, and structural joint damage is squarely a tissue-scale process in the synovium and periarticular structures."
Blau_Syndrome,Ocular Inflammation,TISSUE,5,,,,"Granulomatous panuveitis and its sequelae (cataracts, glaucoma, band keratopathy) are tissue-level inflammatory and structural processes localized to the eye and uveal tract."
Blau_Syndrome,Cutaneous Granulomatosis,TISSUE,5,,,,Non-caseating granulomas forming in the dermis producing a papular/lichenoid rash is a tissue-level process with a well-defined anatomical substrate (skin).
Blau_Syndrome,Visceral and Vascular Involvement,ORGANISM,3,TISSUE,,Could split into separate TISSUE nodes for lung (interstitial lung disease) and vasculature (vasculitis),"Expanded disease involving liver, kidney, lung, and vasculature simultaneously across multiple organ systems signals organism-scale systemic involvement, though each individual site is a tissue process — a split into per-organ TISSUE nodes would raise confidence."
Endometriosis,Ectopic Endometrial Tissue,TISSUE,5,,,,Persistent ectopic tissue growing at anatomical sites outside the uterus is a tissue-scale state; v2 explicitly names ectopic tissue persistence as a TISSUE exemplar.
Endometriosis,Retrograde Menstruation,TISSUE,4,ORGANISM,,,Menstrual fluid flowing backward through fallopian tubes into the pelvic cavity is an anatomical/organ-scale process; the substrate is the reproductive tract and pelvic cavity rather than the whole organism.
Endometriosis,Chronic Inflammation,TISSUE,4,CELLULAR,,,Peritoneal cytokine/prostaglandin milieu and adhesion formation are driven by tissue-level inflammatory response in the pelvic compartment; cellular contributors (macrophages) are present but the node describes the tissue-scale inflammatory state.
Endometriosis,Estrogen Dependence,MOLECULAR,4,CELLULAR,,,"Aberrant aromatase expression, PGE2 autocrine feedback loop, and 17beta-HSD2 deficiency are enzyme/molecular-level biochemical aberrations in stromal cells; CELLULAR is a real second choice because the overall cell is in an autonomously estrogen-producing state."
Endometriosis,Immune Dysfunction,CELLULAR,4,TISSUE,,,"Impaired NK cell cytotoxicity, macrophage/T cell alterations, and IL-10/TGF-beta crosstalk are cell-population-level functional states that enable immune escape; substrate is immune cell populations rather than the peritoneal tissue as a whole."
Endometriosis,Hypoxia and Angiogenesis,TISSUE,4,MOLECULAR,,,Lesion-scale neovascularization and HIF/VEGF-driven vascular remodeling are tissue processes; HIF-1alpha stabilization is molecular but serves the node's primary claim of tissue angiogenesis.
Endometriosis,Adhesion Formation,TISSUE,5,,,,Fibrous adhesions distorting pelvic anatomy are a tissue-structural state at the organ/anatomical-structure scale with no significant scale ambiguity.
Endometriosis,Lesion-Peritoneal Neuroangiogenesis,TISSUE,4,CELLULAR,,Split: nerve-fiber recruitment is arguably cellular (neurogenesis involves individual neurons/progenitors) while vascular remodeling is tissue-scale; together they describe a tissue-level neuroangiogenic remodeling process at the lesion/peritoneum site.,Nerve-fiber ingrowth and vascular remodeling co-occurring in lesions and peritoneum are tissue-scale structural changes; CELLULAR is a secondary option given the cellular basis of neurogenesis.
Endometriosis,Peripheral Nociceptor Sensitization,CELLULAR,4,MOLECULAR,,,Pelvic sensory neurons in a sensitized functional state are the substrate; prolactin-receptor signaling and inflammatory mediator effects describe molecular inputs but the node's claim is about the cell-level nociceptor threshold state.
Endometriosis,Central Sensitization and Nociplastic Pain,TISSUE,3,ORGANISM,,,"CNS amplification of pain signals involves brain and spinal cord tissue; ORGANISM is a real second choice because pain processing involves distributed multi-region CNS networks, but the substrate is still nervous system tissue rather than whole-body systemic physiology."
Familial_Hypercholesterolemia,LDLR Functional Defect,MOLECULAR,5,CELLULAR,,,"Node describes a specific protein (LDLR) with reduced synthesis, trafficking, ligand-binding, internalization, or recycling — all molecular-scale activities of a single gene product; the substrate is the receptor molecule."
Familial_Hypercholesterolemia,APOB-LDLR Binding Defect,MOLECULAR,5,,,,Node describes a protein–protein binding failure between apoB-100 and the LDL receptor — a molecular interaction defect; substrate is the APOB protein and its receptor-binding domain.
Familial_Hypercholesterolemia,PCSK9 Gain-of-Function,MOLECULAR,5,CELLULAR,,,Gain-of-function variants in the PCSK9 gene produce excess PCSK9 protein activity — a molecular-scale enzymatic/regulatory gain; the primary substrate is the PCSK9 protein and its variant burden.
Familial_Hypercholesterolemia,LDLRAP1-Related LDL Uptake Defect,MOLECULAR,5,CELLULAR,,,Biallelic LDLRAP1 variants disrupt the adaptor protein required for clathrin-mediated endocytosis — a molecular defect in an endocytic adaptor protein; substrate is the LDLRAP1 protein.
Familial_Hypercholesterolemia,APOE-Related Lipoprotein Clearance Defect,MOLECULAR,4,CELLULAR,,,Rare APOE variants alter the ligand-receptor binding capacity of apoE — a molecular defect at the lipoprotein-protein level; some cellular/hepatocyte framing makes CELLULAR a secondary option.
Familial_Hypercholesterolemia,PCSK9-Mediated LDLR Degradation,CELLULAR,4,MOLECULAR,,,Excess PCSK9 protein drives post-endocytic lysosomal degradation of mature LDLR within hepatocytes — the key substrate is the hepatocyte and its receptor recycling machinery; the intracellular trafficking process is cell-intrinsic.
Familial_Hypercholesterolemia,Reduced Hepatic LDL Clearance,CELLULAR,4,TISSUE,,,Describes a sustained impairment of receptor-mediated LDL uptake and lysosomal processing within hepatocytes — the substrate is the hepatocyte cell type and its endocytic function; the liver location gives TISSUE as a real second choice.
Familial_Hypercholesterolemia,Elevated Circulating LDL Cholesterol,ORGANISM,5,,,,"Lifelong elevation of a metabolite in the bloodstream is a systemic/whole-body chemical state — the substrate is the circulating plasma compartment spanning the whole organism, analogous to hyperphenylalaninemia."
Familial_Hypercholesterolemia,Oxidized LDL Infiltration of Arterial Intima,TISSUE,5,,,,LDL infiltration and oxidative modification within the tunica intima is a tissue-scale state; the substrate is the arterial intimal tissue where the lipid milieu is established.
Familial_Hypercholesterolemia,Macrophage Recruitment to Arterial Intima,TISSUE,4,CELLULAR,,,"Chemokine-mediated monocyte/macrophage trafficking into the intima is a tissue-level inflammatory process; though macrophages are the recruited cell type, the organizing substrate is the tissue compartment driving the recruitment."
Familial_Hypercholesterolemia,Macrophage-Derived Foam Cell Formation,CELLULAR,5,TISSUE,,,Macrophages differentiating into foam cells via scavenger-receptor-mediated lipid accumulation is a cell-intrinsic differentiation process; the substrate is the macrophage cell and its intracellular lipid-handling state.
Familial_Hypercholesterolemia,Atherosclerotic Plaque Development,TISSUE,5,,,,Formation and growth of atherosclerotic plaque is a structural tissue process in the arterial wall; the substrate is the tunica intima as an anatomical structure undergoing progressive remodeling.
Familial_Hypercholesterolemia,Premature Atherosclerotic Cardiovascular Disease,ORGANISM,4,TISSUE,,,"Multi-vascular-bed disease (coronary, cerebrovascular, peripheral) is a systemic/multi-organ phenotype; the substrate spans the whole organism rather than a single tissue, though TISSUE is a real second choice given its arterial focus."
Familial_Hypercholesterolemia,Extra-arterial Cholesterol Deposition,TISSUE,4,ORGANISM,,,"Cholesterol accumulation in tendons, skin, cornea, and valve tissue is a tissue-level state; multiple anatomical sites suggest split into site-specific nodes, though the grouping here is at the tissue substrate scale."
Familial_Hypercholesterolemia,Tendon and Cutaneous Cholesterol Deposition,TISSUE,5,,,Consider splitting into 'Tendon Cholesterol Deposition' and 'Cutaneous Cholesterol Deposition' if finer tissue-site granularity is desired.,"Cholesterol-rich lipid deposits accumulating in connective tissue (Achilles/hand tendons) and skin (cutaneous xanthomas, xanthelasma) are tissue-scale structural states; substrate is the connective tissue and skin as anatomical sites."
Familial_Hypercholesterolemia,Corneal Cholesterol Deposition,TISSUE,5,,,,Peripheral corneal lipid deposition producing corneal arcus is a tissue-level structural state in a specific anatomical site (tunica cornea); substrate is the corneal tissue.
Familial_Hypercholesterolemia,Aortic Valve Lipid Deposition and Calcification,TISSUE,5,,,,Lipid infiltration and fibrocalcific remodeling of the aortic valve leaflets is a tissue-level structural process/state in a specific anatomical structure; substrate is the aortic valve tissue.
Parkinsons_Disease,Dopaminergic Neuron Loss,CELLULAR,5,,,,Progressive degeneration of a specific cell type (dopaminergic neurons) in the substantia nigra; the substrate is unambiguously the cell.
Parkinsons_Disease,Striatal Dopamine Deficiency,MOLECULAR,4,TISSUE,,,The defining deficit is depletion of a specific neurotransmitter molecule (dopamine) at synaptic terminals; location is tissue but the substrate driving the node description is the molecule.
Parkinsons_Disease,Basal Ganglia Circuit Dysfunction,TISSUE,5,,,,"Disrupted balance of the basal ganglia-thalamocortical circuit spanning multiple nuclei; the substrate is the anatomical circuit/tissue, not a single cell or molecule."
Parkinsons_Disease,Alpha-Synuclein Aggregation,MOLECULAR,5,,,,Misfolding and aggregation of a specific protein (alpha-synuclein) into oligomers and Lewy bodies; the substrate is the molecule and its supramolecular complexes.
Parkinsons_Disease,Mitochondrial Dysfunction,CELLULAR,5,,,,"Impaired mitochondrial function and organelle quality control within neurons; the substrate is the cell (and its organelles), consistent with the spec's subcellular-disruption guidance."
Parkinsons_Disease,Neuroinflammation,TISSUE,4,CELLULAR,,,"Activated microglia and astrocytes release cytokines across brain tissue regions; while individual cells are involved, the node describes a tissue-level inflammatory state spanning the CNS parenchyma."
Parkinsons_Disease,Complement C3-C3aR Activation in Depression,MOLECULAR,4,CELLULAR,,,"The node centers on a specific molecular signaling axis (C3-C3aR) and its downstream phosphorylation cascades (p-STAT3, p-P65); second choice CELLULAR because the effector readout is microglial synaptic engulfment."
Parkinsons_Disease,Autophagy-Lysosome Pathway Dysfunction,CELLULAR,5,,,,Impaired intracellular degradation pathway (autophagy/lysosomal clearance) within neurons; the substrate is the cell and its degradative organelles.
Parkinsons_Disease,Gut Microbiome Dysbiosis,ORGANISM,5,,,,"The gut microbiome is a whole-organism-scale ecological community state; per spec, a dysbiotic microbiome configuration is explicitly an ORGANISM-scale state."
Parkinsons_Disease,Intestinal Inflammation and Barrier Dysfunction,TISSUE,5,,,,"Elevated inflammatory markers and compromised tight junctions across the intestinal wall tissue; the substrate is the organ/tissue, not individual cells or molecules."
Parkinsons_Disease,Enteric Alpha-Synuclein Seeding,MOLECULAR,4,CELLULAR,,,"The initiating event is conformational change and seeding of alpha-synuclein protein in enteric neurons; the molecular substrate (misfolded alpha-syn seed) drives the node, though enteric neurons are the cellular host."
Parkinsons_Disease,Vagal-Brainstem Alpha-Synuclein Propagation,TISSUE,4,MOLECULAR,,,"Trans-anatomical spread of pathologic alpha-synuclein from gut through vagus nerve to brainstem nuclei; the defining feature is propagation across anatomical tissue structures, not a single-cell or single-molecule event."
Parkinsons_Disease,Central Alpha-Synuclein Initiation,MOLECULAR,4,TISSUE,,,"The initiating event is alpha-synuclein misfolding and inclusion body assembly within olfactory bulb/amygdala neurons; molecular substrate is primary, though location is tissue-named."
Parkinsons_Disease,Oxidative Stress,CELLULAR,4,MOLECULAR,,,"Excessive ROS generation causing lipid peroxidation, protein carbonylation, and DNA damage within dopaminergic neurons; while ROS are molecules, the node describes a cellular state of oxidative damage and the cellular response to it."
Parkinsons_Disease,Calcium Dysregulation,CELLULAR,4,MOLECULAR,,,"Disrupted calcium homeostasis across mitochondria, ER, and lysosomes within neurons; predominantly an intracellular/organellar process making the cell the primary substrate, with ion transport being the molecular mechanism."
Parkinsons_Disease,Endoplasmic Reticulum Stress,CELLULAR,5,,,,"ER stress and unfolded protein response are canonical intracellular/organellar processes; the substrate is the cell and its ER, per spec subcellular structural disruption guidance."
Parkinsons_Disease,Synaptic Dysfunction,CELLULAR,5,,,,Impaired synaptic vesicle recycling and clathrin-mediated endocytosis at the presynaptic terminal; the substrate is the cell (and its synaptic compartment).
Parkinsons_Disease,Iron Accumulation and Ferroptosis,CELLULAR,4,MOLECULAR,,,"Iron-dependent ferroptosis is a cell death modality driven by lipid peroxidation within the cell; while iron is a molecular substrate, the defining process (ferroptosis) is cellular, making CELLULAR primary."
Parkinsons_Disease,Blood-Brain Barrier Dysfunction,TISSUE,5,,,,"Disruption of tight junctions, transporter function, and barrier integrity across the neurovascular unit; the substrate is an anatomical structure (the blood-brain barrier as a tissue-level interface)."
Parkinsons_Disease,Metabolic Dysfunction and Weight Loss,ORGANISM,5,,,,"Multi-system metabolic dysregulation involving neuroendocrine signaling, GI dysfunction, and dopaminergic feeding circuits converging on whole-body weight trajectory; the substrate is the whole organism."
Phenylketonuria,Biallelic PAH Pathogenic Variant Burden,MOLECULAR,5,,,,State of carrying biallelic loss-of-function PAH variants; substrate is the gene/allele pair — a molecular-scale genetic state.
Phenylketonuria,Near-Complete PAH Activity Loss,MOLECULAR,5,,,,Persistent molecular state of enzyme activity near zero; substrate is the PAH protein/catalytic function — molecular scale.
Phenylketonuria,Residual PAH Activity and BH4 Responsiveness,MOLECULAR,5,,,,Partial residual enzyme activity and pharmacological cofactor responsiveness — molecular-scale functional state of a specific enzyme.
Phenylketonuria,Hepatic PAH Enzyme Deficiency,MOLECULAR,4,CELLULAR,,,"Describes the deficient enzymatic activity of PAH in hepatocytes; primary substrate is the enzyme molecule, though the hepatocyte cellular context is mentioned — strongly MOLECULAR with a cellular setting."
Phenylketonuria,Hyperphenylalaninemia,ORGANISM,5,,,,Chronic systemic elevation of a small molecule in blood and tissues — a whole-organism metabolic state spanning blood and multiple compartments.
Phenylketonuria,Protein Insufficiency During Dietary Therapy,ORGANISM,4,MOLECULAR,,,"Inadequate whole-body protein nutritional status (reflected by plasma prealbumin) driving impaired linear growth; systemic nutritional state — ORGANISM, with some molecular-biomarker flavor."
Phenylketonuria,Reduced Bone Mineral Density in PKU,TISSUE,5,,,,Decreased mineral density in bone tissue — a tissue-scale structural state of an anatomical material.
Phenylketonuria,Maternal Hyperphenylalaninemia Teratogenicity,ORGANISM,5,,,,Systemic elevated maternal phenylalanine creating a whole-organism teratogenic exposure environment affecting the developing fetus — organism-scale.
Phenylketonuria,Relative Tyrosine Deficiency,MOLECULAR,5,,,,Reduced systemic availability of a specific amino acid (small molecule) due to blocked enzymatic conversion — a molecular-scale metabolite state.
Phenylketonuria,Competitive Large Neutral Amino Acid Transport at the Blood-Brain Barrier,MOLECULAR,4,TISSUE,,,Competitive transport of small molecules (LNAAs) through a transporter protein complex at the BBB — primarily a molecular-scale process (transporter competition); TISSUE is a second choice given the anatomical barrier context.
Phenylketonuria,Reduced Serotonin Biosynthesis,MOLECULAR,5,,,,Decreased rate of a specific biosynthetic reaction producing a small-molecule neurotransmitter — molecular-scale metabolic process.
Phenylketonuria,Reduced Dopamine Biosynthesis,MOLECULAR,5,,,,Decreased rate of a specific biosynthetic reaction producing a small-molecule neurotransmitter — molecular-scale metabolic process.
Phenylketonuria,Brain Phenylalanine Toxicity,TISSUE,4,ORGANISM,,,"Toxic effects of phenylalanine accumulation localized to the brain tissue, perturbing CNS development and function — TISSUE (brain as organ); ORGANISM is second choice because systemic Phe drives it."
Phenylketonuria,White Matter and Subcortical Structural Injury,TISSUE,5,,,,Persistent structural lesion in a specific CNS anatomical compartment (white matter / subcortical grey) — tissue-scale structural state.
Phenylketonuria,Neurocognitive Dysfunction,ORGANISM,4,TISSUE,,,Global cognitive and behavioral impairment spanning multiple CNS domains and manifesting systemically in the organism's function; ORGANISM; TISSUE is second choice because the immediate substrate is brain.
Phenylketonuria,Impaired Melanin Biosynthesis,MOLECULAR,5,,,,Decreased rate of a specific biosynthetic process producing a small molecule (melanin) — molecular-scale biochemical state.
Phenylketonuria,Phenylketone Accumulation,MOLECULAR,5,,,,Accumulation of specific small-molecule metabolites (phenylpyruvate and related phenylketones) from overflow phenylalanine catabolism — molecular-scale metabolite state.
Wilms_Tumor,WT1 Inactivation,MOLECULAR,5,,,,WT1 is a transcription factor gene; the node describes biallelic loss-of-function of a specific genetic element — a molecular state.
Wilms_Tumor,WTX (AMER1) Inactivation,MOLECULAR,5,,,,AMER1/WTX inactivation disrupts a protein component of the beta-catenin destruction complex; the substrate is the gene/protein and its molecular signaling role.
Wilms_Tumor,CTNNB1 Activating Mutation,MOLECULAR,5,,,,Exon-3 mutations in CTNNB1 stabilize the beta-catenin protein; the substrate is the gene and its encoded protein — a molecular gain-of-function state.
Wilms_Tumor,Canonical Wnt Signaling Hyperactivation,CELLULAR,3,MOLECULAR,,,"The node emphasizes nephrogenic zone cells sustained in a Wnt-activated developmental state; per v2 guidance 'a cell is in a Wnt-hyperactivated state' leans CELLULAR, though the signaling cascade itself is molecular."
Wilms_Tumor,Blocked Nephron Differentiation,CELLULAR,4,,,,Nephrogenic rests (cell populations) fail terminal differentiation — a cellular state of arrested development; substrate is the cell/progenitor population.
Wilms_Tumor,IGF2 Loss of Imprinting,MOLECULAR,5,,,,Loss of imprinting at 11p15 is an epigenetic change at the gene locus causing biallelic IGF2 expression — a molecular (epigenomic) state with a gene as substrate.
Wilms_Tumor,MicroRNA Processing Defect,MOLECULAR,5,,,,DROSHA/DICER1 mutations impair miRNA biogenesis machinery; the substrate is the RNA-processing enzymatic complex — a molecular functional deficiency.
Wilms_Tumor,Nephron Progenitor Self-Renewal,CELLULAR,3,MOLECULAR,,,"SIX1/SIX2 mutations reinforce the progenitor transcriptional program sustaining a self-renewing cell population; the dominant description is a cell-population locked in an embryonal identity, though TF activity is the proximate mechanism."
Wilms_Tumor,Persistent Blastemal Progenitor State,CELLULAR,5,,,,Multiple drivers converge on persistence of embryonal renal blastemal cells in a high-proliferative undifferentiated state — the canonical v2 example of a CELLULAR state; substrate is the cell population.
Wilms_Tumor,Wilms Tumor Outgrowth,TISSUE,5,,,,Embryonal progenitors expand into nephroblastoma in the kidney; the substrate is a tissue/organ and the process is neoplastic outgrowth — a TISSUE-scale process by v2 definition.
Wilms_Tumor,TP53-Deficient Anaplastic Progression,MOLECULAR,4,CELLULAR,,,"TP53 dysfunction is a gene-level lesion impairing DNA repair and apoptosis; the primary substrate is the gene and its molecular surveillance role, though the consequence is tumor-cell progression."
