# Seed table: GO biological_process term -> candidate pathograph node class.
# Top 640 GO BP terms by usage in kb/disorders + kb/modules, extended by target (see note 6 in pathograph_node_classes.txt).
# confidence HIGH = safe to auto-seed;  LOW = suggest only, curator decides.
# Classes: GENOMIC ACTIVITY SUBSTANCE PATHWAY CELLULAR TISSUE SYSTEMIC OUTCOME
go_id	n	class	confidence	label
GO:0006493	10	ACTIVITY	HIGH	protein O-linked glycosylation
GO:0006825	10	ACTIVITY	LOW	copper ion transport
GO:0019249	10	SUBSTANCE	HIGH	lactate biosynthetic process
GO:0008284	10	CELLULAR	HIGH	positive regulation of cell population proliferation
GO:0008206	10	SUBSTANCE	HIGH	bile acid metabolic process
GO:0030149	10	SUBSTANCE	HIGH	sphingolipid catabolic process
GO:0006730	10	SUBSTANCE	HIGH	one-carbon metabolic process
GO:0007173	10	PATHWAY	HIGH	epidermal growth factor receptor signaling pathway
GO:0097707	10	CELLULAR	HIGH	ferroptosis
GO:0046951	9	SUBSTANCE	HIGH	ketone body biosynthetic process
GO:0007186	9	PATHWAY	HIGH	G protein-coupled receptor signaling pathway
GO:0007266	9	PATHWAY	HIGH	Rho protein signal transduction
GO:0071711	9	TISSUE	HIGH	basement membrane organization
GO:0030252	9	SYSTEMIC	HIGH	growth hormone secretion
GO:0070527	9	CELLULAR	HIGH	platelet aggregation
GO:0022038	9	TISSUE	HIGH	corpus callosum development
GO:0045190	9	CELLULAR	HIGH	isotype switching
GO:0072378	9	SYSTEMIC	HIGH	blood coagulation, fibrin clot formation
GO:0005978	9	SUBSTANCE	HIGH	glycogen biosynthetic process
GO:0042254	9	ACTIVITY	HIGH	ribosome biogenesis
GO:0009306	9	CELLULAR	HIGH	protein secretion
GO:0031214	9	TISSUE	HIGH	biomineral tissue development
GO:0086013	9	CELLULAR	HIGH	membrane repolarization during cardiac muscle cell action potential
GO:0140645	9	CELLULAR	HIGH	neutrophil extracellular trap formation
GO:0001944	9	TISSUE	HIGH	vasculature development
GO:0061436	9	TISSUE	HIGH	establishment of skin barrier
GO:0032042	9	GENOMIC	HIGH	mitochondrial DNA metabolic process
GO:0007274	9	CELLULAR	HIGH	neuromuscular synaptic transmission
GO:0043473	9	TISSUE	LOW	pigmentation
GO:0016579	9	ACTIVITY	HIGH	protein deubiquitination
GO:0003341	9	CELLULAR	HIGH	cilium movement
GO:0006091	9	SUBSTANCE	LOW	generation of precursor metabolites and energy
GO:0048666	9	CELLULAR	HIGH	neuron development
GO:0042438	9	SUBSTANCE	HIGH	melanin biosynthetic process
GO:0048010	9	PATHWAY	HIGH	vascular endothelial growth factor receptor signaling pathway
GO:0050796	9	CELLULAR	HIGH	regulation of insulin secretion
GO:0005980	9	SUBSTANCE	HIGH	glycogen catabolic process
GO:0001508	9	CELLULAR	HIGH	action potential
GO:0050667	9	SUBSTANCE	HIGH	homocysteine metabolic process
GO:0006552	8	SUBSTANCE	HIGH	L-leucine catabolic process
GO:0097193	8	CELLULAR	HIGH	intrinsic apoptotic signaling pathway
GO:0002181	8	ACTIVITY	HIGH	cytoplasmic translation
GO:0007602	8	CELLULAR	HIGH	phototransduction
GO:0008203	8	SUBSTANCE	HIGH	cholesterol metabolic process
GO:0030574	8	TISSUE	LOW	collagen catabolic process
GO:0006869	8	SUBSTANCE	LOW	lipid transport
GO:0021549	8	TISSUE	HIGH	cerebellum development
GO:0006778	8	SUBSTANCE	HIGH	porphyrin-containing compound metabolic process
GO:0002456	8	SYSTEMIC	HIGH	T cell mediated immunity
GO:0019226	8	CELLULAR	HIGH	transmission of nerve impulse
GO:0006950	8	CELLULAR	LOW	response to stress
GO:0048659	8	CELLULAR	HIGH	smooth muscle cell proliferation
GO:0051899	8	CELLULAR	HIGH	membrane depolarization
GO:0000184	8	GENOMIC	HIGH	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0032640	8	CELLULAR	HIGH	tumor necrosis factor production
GO:0032606	8	CELLULAR	HIGH	type I interferon production
GO:0007271	8	CELLULAR	HIGH	synaptic transmission, cholinergic
GO:0050832	8	SYSTEMIC	LOW	defense response to fungus
GO:0006986	8	CELLULAR	HIGH	response to unfolded protein
GO:0042423	8	SUBSTANCE	HIGH	catecholamine biosynthetic process
GO:0048813	8	CELLULAR	HIGH	dendrite morphogenesis
GO:0030099	8	CELLULAR	HIGH	myeloid cell differentiation
GO:0071514	8	GENOMIC	HIGH	genomic imprinting
GO:0048009	8	PATHWAY	HIGH	insulin-like growth factor receptor signaling pathway
GO:0008285	8	CELLULAR	HIGH	negative regulation of cell population proliferation
GO:2000134	8	CELLULAR	HIGH	negative regulation of G1/S transition of mitotic cell cycle
GO:0048484	8	TISSUE	HIGH	enteric nervous system development
GO:0045104	8	CELLULAR	HIGH	intermediate filament cytoskeleton organization
GO:0006590	8	SUBSTANCE	HIGH	thyroid hormone generation
GO:0007062	8	GENOMIC	HIGH	sister chromatid cohesion
GO:0000423	8	CELLULAR	HIGH	mitophagy
GO:0019233	8	SYSTEMIC	HIGH	sensory perception of pain
GO:0000278	8	CELLULAR	HIGH	mitotic cell cycle
GO:0016236	8	CELLULAR	HIGH	macroautophagy
GO:0019433	8	SUBSTANCE	HIGH	triglyceride catabolic process
GO:0042118	8	CELLULAR	HIGH	endothelial cell activation
GO:0006366	8	GENOMIC	HIGH	transcription by RNA polymerase II
GO:0007605	8	SYSTEMIC	HIGH	sensory perception of sound
GO:0006805	7	SUBSTANCE	HIGH	xenobiotic metabolic process
GO:0060351	7	TISSUE	HIGH	cartilage development involved in endochondral bone morphogenesis
GO:0043117	7	TISSUE	HIGH	positive regulation of vascular permeability
GO:0045786	7	CELLULAR	HIGH	negative regulation of cell cycle
GO:0060291	7	CELLULAR	HIGH	long-term synaptic potentiation
GO:0042088	7	SYSTEMIC	HIGH	T-helper 1 type immune response
GO:0006897	7	CELLULAR	HIGH	endocytosis
GO:0006164	7	SUBSTANCE	HIGH	purine nucleotide biosynthetic process
GO:0006888	7	CELLULAR	HIGH	endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0042147	7	CELLULAR	HIGH	retrograde transport, endosome to Golgi
GO:0007623	7	SYSTEMIC	LOW	circadian rhythm
GO:0048704	7	TISSUE	HIGH	embryonic skeletal system morphogenesis
GO:0014046	7	CELLULAR	HIGH	dopamine secretion
GO:0120192	7	CELLULAR	HIGH	tight junction assembly
GO:0043303	7	CELLULAR	HIGH	mast cell degranulation
GO:0044782	7	CELLULAR	HIGH	cilium organization
GO:0050821	7	ACTIVITY	HIGH	protein stabilization
GO:0090660	7	SYSTEMIC	HIGH	cerebrospinal fluid circulation
GO:0007004	7	GENOMIC	HIGH	telomere maintenance via telomerase
GO:0009612	7	CELLULAR	LOW	response to mechanical stimulus
GO:0002931	7	TISSUE	LOW	response to ischemia
GO:0019724	7	SYSTEMIC	HIGH	B cell mediated immunity
GO:0035633	7	TISSUE	HIGH	maintenance of blood-brain barrier
GO:0042730	7	SYSTEMIC	HIGH	fibrinolysis
GO:0010467	7	GENOMIC	HIGH	gene expression
GO:0007611	7	SYSTEMIC	HIGH	learning or memory
GO:0048771	7	TISSUE	HIGH	tissue remodeling
GO:0008366	7	TISSUE	LOW	axon ensheathment
GO:0006491	7	ACTIVITY	HIGH	N-glycan processing
GO:0050853	7	PATHWAY	HIGH	B cell receptor signaling pathway
GO:0042742	7	SYSTEMIC	LOW	defense response to bacterium
GO:0007098	7	CELLULAR	HIGH	centrosome cycle
GO:0003333	7	ACTIVITY	HIGH	amino acid transmembrane transport
GO:0014808	7	CELLULAR	HIGH	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0055075	7	CELLULAR	LOW	potassium ion homeostasis
GO:0001516	7	SUBSTANCE	HIGH	prostaglandin biosynthetic process
GO:0033554	7	CELLULAR	HIGH	cellular response to stress
GO:0097049	7	CELLULAR	HIGH	motor neuron apoptotic process
GO:0021895	7	CELLULAR	HIGH	cerebral cortex neuron differentiation
GO:0048193	7	CELLULAR	HIGH	Golgi vesicle transport
GO:0099502	7	CELLULAR	HIGH	calcium-dependent activation of synaptic vesicle fusion
GO:0007368	7	TISSUE	HIGH	determination of left/right symmetry
GO:0046034	7	SUBSTANCE	HIGH	ATP metabolic process
GO:0021983	7	TISSUE	HIGH	pituitary gland development
GO:0038026	7	PATHWAY	HIGH	reelin-mediated signaling pathway
GO:0008217	7	SYSTEMIC	HIGH	regulation of blood pressure
GO:0032008	7	PATHWAY	HIGH	positive regulation of TOR signaling
GO:0035269	7	ACTIVITY	HIGH	protein O-linked glycosylation via mannose
GO:0048488	7	CELLULAR	HIGH	synaptic vesicle endocytosis
GO:0055117	7	TISSUE	HIGH	regulation of cardiac muscle contraction
GO:0060173	7	TISSUE	HIGH	limb development
GO:1904659	7	ACTIVITY	HIGH	D-glucose transmembrane transport
GO:0006689	7	SUBSTANCE	HIGH	ganglioside catabolic process
GO:0046487	7	SUBSTANCE	HIGH	glyoxylate metabolic process
GO:0048232	7	CELLULAR	LOW	male gamete generation
GO:0014898	7	TISSUE	HIGH	cardiac muscle hypertrophy in response to stress
GO:0008611	7	SUBSTANCE	HIGH	ether lipid biosynthetic process
GO:0006550	6	SUBSTANCE	HIGH	L-isoleucine catabolic process
GO:0035196	6	GENOMIC	HIGH	miRNA processing
GO:0035235	6	PATHWAY	HIGH	ionotropic glutamate receptor signaling pathway
GO:0006913	6	CELLULAR	HIGH	nucleocytoplasmic transport
GO:0006703	6	SUBSTANCE	HIGH	estrogen biosynthetic process
GO:0007530	6	TISSUE	LOW	sex determination
GO:0008406	6	TISSUE	HIGH	gonad development
GO:0042745	6	SYSTEMIC	HIGH	circadian sleep/wake cycle
GO:0000012	6	GENOMIC	HIGH	single strand break repair
GO:0006473	6	ACTIVITY	HIGH	protein acetylation
GO:0006754	6	SUBSTANCE	HIGH	ATP biosynthetic process
GO:0036503	6	CELLULAR	HIGH	ERAD pathway
GO:0003416	6	TISSUE	HIGH	endochondral bone growth
GO:0030217	6	CELLULAR	HIGH	T cell differentiation
GO:0038003	6	PATHWAY	HIGH	G protein-coupled opioid receptor signaling pathway
GO:0003094	6	TISSUE	HIGH	glomerular filtration
