descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
532	457	19	Alpha-1 Antitrypsin Deficiency	Alpha_1_Antitrypsin_Deficiency.yaml	differential_diagnoses	1	Idiopathic Pulmonary Fibrosis (IPF)	"IPF and AAT deficiency can both present with progressive lung disease and dyspnea. However, IPF is characterized by pulmonary fibrosis with reduced diffusing capacity, while AAT deficiency primarily causes emphysema with airway obstruction.
"	disease_term	disease_term	$	Idiopathic Pulmonary Fibrosis (IPF)	"IPF and AAT deficiency can both present with progressive lung disease and dyspnea. However, IPF is characterized by pulmonary fibrosis with reduced diffusing capacity, while AAT deficiency primarily causes emphysema with airway obstruction.
"	idiopathic pulmonary fibrosis	MONDO:0800504	idiopathic pulmonary fibrosis		"{""preferred_term"": ""idiopathic pulmonary fibrosis"", ""term"": {""id"": ""MONDO:0800504"", ""label"": ""idiopathic pulmonary fibrosis""}}"																											
533	458	19	Alpha-1 Antitrypsin Deficiency	Alpha_1_Antitrypsin_Deficiency.yaml	differential_diagnoses	2	Primary Biliary Cholangitis (PBC)	"PBC and AAT deficiency can both present with progressive liver disease and cirrhosis. Both are rare genetic/autoimmune liver diseases that can require liver transplantation. However, underlying mechanisms, systemic manifestations, and diagnostic tests differ.
"	disease_term	disease_term	$	Primary Biliary Cholangitis (PBC)	"PBC and AAT deficiency can both present with progressive liver disease and cirrhosis. Both are rare genetic/autoimmune liver diseases that can require liver transplantation. However, underlying mechanisms, systemic manifestations, and diagnostic tests differ.
"	primary biliary cholangitis	MONDO:0005388	primary biliary cholangitis		"{""preferred_term"": ""primary biliary cholangitis"", ""term"": {""id"": ""MONDO:0005388"", ""label"": ""primary biliary cholangitis""}}"																											
534	459	19	Alpha-1 Antitrypsin Deficiency	Alpha_1_Antitrypsin_Deficiency.yaml	differential_diagnoses	3	Hereditary Hemochromatosis	"Both hereditary hemochromatosis and AAT deficiency present with progressive liver cirrhosis and hepatocellular carcinoma risk. Both are genetic disorders affecting liver function. However, systemic manifestations, iron metabolism, and liver injury mechanisms differ.
"	disease_term	disease_term	$	Hereditary Hemochromatosis	"Both hereditary hemochromatosis and AAT deficiency present with progressive liver cirrhosis and hepatocellular carcinoma risk. Both are genetic disorders affecting liver function. However, systemic manifestations, iron metabolism, and liver injury mechanisms differ.
"	hereditary hemochromatosis	MONDO:0006507	hereditary hemochromatosis		"{""preferred_term"": ""hereditary hemochromatosis"", ""term"": {""id"": ""MONDO:0006507"", ""label"": ""hereditary hemochromatosis""}}"																											
588	515	22	Amyotrophic Lateral Sclerosis	Amyotrophic_Lateral_Sclerosis.yaml	differential_diagnoses	0	Chronic Inflammatory Demyelinating Polyradiculoneuropathy	Immune-mediated demyelinating neuropathy causing progressive symmetric weakness and sensory loss; may mimic lower motor neuron-predominant ALS.	disease_term	disease_term	$	Chronic Inflammatory Demyelinating Polyradiculoneuropathy	Immune-mediated demyelinating neuropathy causing progressive symmetric weakness and sensory loss; may mimic lower motor neuron-predominant ALS.	Chronic Inflammatory Demyelinating Polyradiculoneuropathy	MONDO:0006702	chronic inflammatory demyelinating polyradiculoneuropathy		"{""preferred_term"": ""Chronic Inflammatory Demyelinating Polyradiculoneuropathy"", ""term"": {""id"": ""MONDO:0006702"", ""label"": ""chronic inflammatory demyelinating polyradiculoneuropathy""}}"																											
589	516	22	Amyotrophic Lateral Sclerosis	Amyotrophic_Lateral_Sclerosis.yaml	differential_diagnoses	1	Multiple Sclerosis	Demyelinating disease of the central nervous system with motor weakness and spasticity that can resemble early ALS presentations.	disease_term	disease_term	$	Multiple Sclerosis	Demyelinating disease of the central nervous system with motor weakness and spasticity that can resemble early ALS presentations.	multiple sclerosis	MONDO:0005301	multiple sclerosis		"{""preferred_term"": ""multiple sclerosis"", ""term"": {""id"": ""MONDO:0005301"", ""label"": ""multiple sclerosis""}}"																											
590	517	22	Amyotrophic Lateral Sclerosis	Amyotrophic_Lateral_Sclerosis.yaml	differential_diagnoses	2	Multifocal Motor Neuropathy	Immune-mediated, asymmetric, distal motor neuropathy with conduction block that can present with focal weakness mimicking lower motor neuron ALS.	disease_term	disease_term	$	Multifocal Motor Neuropathy	Immune-mediated, asymmetric, distal motor neuropathy with conduction block that can present with focal weakness mimicking lower motor neuron ALS.	multifocal motor neuropathy	MONDO:0018979	multifocal motor neuropathy		"{""preferred_term"": ""multifocal motor neuropathy"", ""term"": {""id"": ""MONDO:0018979"", ""label"": ""multifocal motor neuropathy""}}"																											
934	920	39	Bacterial meningitis	Bacterial_meningitis.yaml	differential_diagnoses	0	Viral Meningitis	Aseptic meningitis with lower inflammatory biomarkers and typically milder CSF abnormalities.	disease_term	disease_term	$	Viral Meningitis	Aseptic meningitis with lower inflammatory biomarkers and typically milder CSF abnormalities.	viral meningitis	MONDO:0007015	viral meningitis		"{""preferred_term"": ""viral meningitis"", ""term"": {""id"": ""MONDO:0007015"", ""label"": ""viral meningitis""}}"																											
935	921	39	Bacterial meningitis	Bacterial_meningitis.yaml	differential_diagnoses	1	Tuberculous Meningitis	Subacute meningeal infection from Mycobacterium tuberculosis with lower D-dimer and CRP than acute bacterial meningitis.	disease_term	disease_term	$	Tuberculous Meningitis	Subacute meningeal infection from Mycobacterium tuberculosis with lower D-dimer and CRP than acute bacterial meningitis.	meningeal tuberculosis	MONDO:0006042	meningeal tuberculosis		"{""preferred_term"": ""meningeal tuberculosis"", ""term"": {""id"": ""MONDO:0006042"", ""label"": ""meningeal tuberculosis""}}"																											
936	922	39	Bacterial meningitis	Bacterial_meningitis.yaml	differential_diagnoses	2	Encephalitis or Cerebritis/Abscess	Parenchymal infection or inflammation with focal lesions rather than isolated meningeal involvement.	disease_term	disease_term	$	Encephalitis or Cerebritis/Abscess	Parenchymal infection or inflammation with focal lesions rather than isolated meningeal involvement.	encephalitis	MONDO:0019956	encephalitis		"{""preferred_term"": ""encephalitis"", ""term"": {""id"": ""MONDO:0019956"", ""label"": ""encephalitis""}}"																											
1135	1134	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	differential_diagnoses	0	Idiopathic Pulmonary Fibrosis	Idiopathic pulmonary fibrosis can mimic chronic hypersensitivity pneumonitis with dyspnea and fibrosis, but has distinct HRCT distribution and feature patterns.	disease_term	disease_term	$	Idiopathic Pulmonary Fibrosis	Idiopathic pulmonary fibrosis can mimic chronic hypersensitivity pneumonitis with dyspnea and fibrosis, but has distinct HRCT distribution and feature patterns.	idiopathic pulmonary fibrosis	MONDO:0800504	idiopathic pulmonary fibrosis		"{""preferred_term"": ""idiopathic pulmonary fibrosis"", ""term"": {""id"": ""MONDO:0800504"", ""label"": ""idiopathic pulmonary fibrosis""}}"																											
1136	1135	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	differential_diagnoses	1	Pulmonary Sarcoidosis	Advanced-stage sarcoidosis can present with fibrotic lung changes but shows a characteristic upper and mid-lung predominance on HRCT.	disease_term	disease_term	$	Pulmonary Sarcoidosis	Advanced-stage sarcoidosis can present with fibrotic lung changes but shows a characteristic upper and mid-lung predominance on HRCT.	sarcoidosis	MONDO:0019338	sarcoidosis		"{""preferred_term"": ""sarcoidosis"", ""term"": {""id"": ""MONDO:0019338"", ""label"": ""sarcoidosis""}}"																											
1137	1136	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	differential_diagnoses	2	Hypersensitivity Pneumonitis from Home Mold Exposure	Non-avian hypersensitivity pneumonitis triggered by home mold exposure can present with similar ILD features.	disease_term	disease_term	$	Hypersensitivity Pneumonitis from Home Mold Exposure	Non-avian hypersensitivity pneumonitis triggered by home mold exposure can present with similar ILD features.	hypersensitivity pneumonitis	MONDO:0017853	hypersensitivity pneumonitis		"{""preferred_term"": ""hypersensitivity pneumonitis"", ""term"": {""id"": ""MONDO:0017853"", ""label"": ""hypersensitivity pneumonitis""}}"																											
1632	1683	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	differential_diagnoses	0	Ulcerative colitis	Chronic immune-mediated colitis that can flare with bloody diarrhea and may coexist with CDI.	disease_term	disease_term	$	Ulcerative colitis	Chronic immune-mediated colitis that can flare with bloody diarrhea and may coexist with CDI.	ulcerative colitis	MONDO:0005101	ulcerative colitis		"{""preferred_term"": ""ulcerative colitis"", ""term"": {""id"": ""MONDO:0005101"", ""label"": ""ulcerative colitis""}}"																											
1633	1684	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	differential_diagnoses	1	Lymphocytic colitis	Microscopic colitis subtype causing chronic watery diarrhea that can mimic or coexist with CDI.	disease_term	disease_term	$	Lymphocytic colitis	Microscopic colitis subtype causing chronic watery diarrhea that can mimic or coexist with CDI.	lymphocytic colitis	MONDO:0000704	lymphocytic colitis		"{""preferred_term"": ""lymphocytic colitis"", ""term"": {""id"": ""MONDO:0000704"", ""label"": ""lymphocytic colitis""}}"																											
1634	1685	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	differential_diagnoses	2	Ischemic colitis	Colonic ischemia presenting with acute abdominal pain and diarrhea that can be confused with infectious colitis.	disease_term	disease_term	$	Ischemic colitis	Colonic ischemia presenting with acute abdominal pain and diarrhea that can be confused with infectious colitis.	ischemic colitis	MONDO:0000701	ischemic colitis		"{""preferred_term"": ""ischemic colitis"", ""term"": {""id"": ""MONDO:0000701"", ""label"": ""ischemic colitis""}}"																											
1635	1686	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	differential_diagnoses	3	Strongyloidiasis hyperinfection	Parasitic hyperinfection that can present with diarrhea and mimic severe CDI in immunosuppressed hosts.	disease_term	disease_term	$	Strongyloidiasis hyperinfection	Parasitic hyperinfection that can present with diarrhea and mimic severe CDI in immunosuppressed hosts.	strongyloidiasis	MONDO:0005974	strongyloidiasis		"{""preferred_term"": ""strongyloidiasis"", ""term"": {""id"": ""MONDO:0005974"", ""label"": ""strongyloidiasis""}}"																											
1636	1687	71	Clostridioides difficile Infection	Clostridioides_difficile_Infection.yaml	differential_diagnoses	4	Acute appendicitis	Extraintestinal manifestation with right lower quadrant pain that can coexist with or be mistaken for CDI.	disease_term	disease_term	$	Acute appendicitis	Extraintestinal manifestation with right lower quadrant pain that can coexist with or be mistaken for CDI.	appendicitis	MONDO:0005649	appendicitis		"{""preferred_term"": ""appendicitis"", ""term"": {""id"": ""MONDO:0005649"", ""label"": ""appendicitis""}}"																											
1664	1710	72	Collagenous Sprue	Collagenous_Sprue.yaml	differential_diagnoses	0	Celiac disease	"Celiac disease presents with similar clinical manifestations including diarrhea, weight loss, and villous atrophy. However, it is distinguished by positive tissue transglutaminase (tTG) and endomysial antibodies, and typically responds well to a gluten-free diet. In contrast, collagenous sprue patients lack celiac serology and respond poorly to gluten-free diet alone.
"	disease_term	disease_term	$	Celiac disease	"Celiac disease presents with similar clinical manifestations including diarrhea, weight loss, and villous atrophy. However, it is distinguished by positive tissue transglutaminase (tTG) and endomysial antibodies, and typically responds well to a gluten-free diet. In contrast, collagenous sprue patients lack celiac serology and respond poorly to gluten-free diet alone.
"	celiac disease	MONDO:0005130	celiac disease		"{""preferred_term"": ""celiac disease"", ""term"": {""id"": ""MONDO:0005130"", ""label"": ""celiac disease""}}"																											
1665	1711	72	Collagenous Sprue	Collagenous_Sprue.yaml	differential_diagnoses	1	Pulmonary hemosiderosis	"Pulmonary hemosiderosis involves recurrent pulmonary bleeding with hemosiderin accumulation in lungs. While collagenous sprue can have pulmonary manifestations through shared immune mechanisms, isolated pulmonary hemosiderosis is characterized by lung involvement without the characteristic small bowel pathology and gastrointestinal symptoms of collagenous sprue.
"	disease_term	disease_term	$	Pulmonary hemosiderosis	"Pulmonary hemosiderosis involves recurrent pulmonary bleeding with hemosiderin accumulation in lungs. While collagenous sprue can have pulmonary manifestations through shared immune mechanisms, isolated pulmonary hemosiderosis is characterized by lung involvement without the characteristic small bowel pathology and gastrointestinal symptoms of collagenous sprue.
"	pulmonary hemosiderosis	MONDO:0008346	pulmonary hemosiderosis		"{""preferred_term"": ""pulmonary hemosiderosis"", ""term"": {""id"": ""MONDO:0008346"", ""label"": ""pulmonary hemosiderosis""}}"																											
1666	1712	72	Collagenous Sprue	Collagenous_Sprue.yaml	differential_diagnoses	2	Microscopic colitis	"Microscopic colitis includes both lymphocytic and collagenous colitis subtypes, presenting with chronic watery diarrhea and increased intraepithelial lymphocytes. Collagenous colitis can affect the small intestine and present as collagenous sprue, but the histologic patterns and clinical context help differentiate them. Collagenous sprue has more pronounced villous atrophy and is often associated with celiac-like presentations.
"	disease_term	disease_term	$	Microscopic colitis	"Microscopic colitis includes both lymphocytic and collagenous colitis subtypes, presenting with chronic watery diarrhea and increased intraepithelial lymphocytes. Collagenous colitis can affect the small intestine and present as collagenous sprue, but the histologic patterns and clinical context help differentiate them. Collagenous sprue has more pronounced villous atrophy and is often associated with celiac-like presentations.
"	microscopic colitis	MONDO:0000702	microscopic colitis		"{""preferred_term"": ""microscopic colitis"", ""term"": {""id"": ""MONDO:0000702"", ""label"": ""microscopic colitis""}}"																											
1667	1713	72	Collagenous Sprue	Collagenous_Sprue.yaml	differential_diagnoses	3	Refractory celiac disease	"Refractory celiac disease (RCD) occurs in patients with confirmed celiac disease who fail to respond clinically and/or histologically to a gluten-free diet. While both collagenous sprue and RCD can be resistant to gluten-free diet, RCD patients have positive celiac serology and documented prior response to gluten-free diet initially, distinguishing them from collagenous sprue which is seronegative.
"	disease_term	disease_term	$	Refractory celiac disease	"Refractory celiac disease (RCD) occurs in patients with confirmed celiac disease who fail to respond clinically and/or histologically to a gluten-free diet. While both collagenous sprue and RCD can be resistant to gluten-free diet, RCD patients have positive celiac serology and documented prior response to gluten-free diet initially, distinguishing them from collagenous sprue which is seronegative.
"	refractory celiac disease	MONDO:0018353	refractory celiac disease		"{""preferred_term"": ""refractory celiac disease"", ""term"": {""id"": ""MONDO:0018353"", ""label"": ""refractory celiac disease""}}"																											
1817	1865	78	Cronkhite-Canada syndrome	Cronkhite-Canada_syndrome.yaml	differential_diagnoses	0	Ulcerative Colitis	"Early-stage CCS can present with abdominal pain, diarrhea, bloody stool, and colonoscopy findings of colitis-like appearance, making it clinically indistinguishable from ulcerative colitis. Both conditions present with chronic diarrhea, gastrointestinal inflammation, and mucosal changes. However, CCS typically involves the entire GI tract including the small intestine and is accompanied by distinctive cutaneous manifestations (alopecia, nail dystrophy, hyperpigmentation) that develop later in the disease course.
"	disease_term	disease_term	$	Ulcerative Colitis	"Early-stage CCS can present with abdominal pain, diarrhea, bloody stool, and colonoscopy findings of colitis-like appearance, making it clinically indistinguishable from ulcerative colitis. Both conditions present with chronic diarrhea, gastrointestinal inflammation, and mucosal changes. However, CCS typically involves the entire GI tract including the small intestine and is accompanied by distinctive cutaneous manifestations (alopecia, nail dystrophy, hyperpigmentation) that develop later in the disease course.
"	ulcerative colitis	MONDO:0005101	ulcerative colitis		"{""preferred_term"": ""ulcerative colitis"", ""term"": {""id"": ""MONDO:0005101"", ""label"": ""ulcerative colitis""}}"																											
1818	1866	78	Cronkhite-Canada syndrome	Cronkhite-Canada_syndrome.yaml	differential_diagnoses	1	Peutz-Jeghers Syndrome	"Both PJS and CCS present with gastrointestinal polyposis and can have cutaneous manifestations. PJS is characterized by hamartomatous polyps throughout the GI tract and characteristic mucocutaneous pigmentation. However, the clinical presentation, genetic basis, and associated systemic features differ significantly. PJS polyps are typically larger and less diffuse than in CCS, and PJS carries increased cancer risk through a different mechanism (STK11 mutations).
"	disease_term	disease_term	$	Peutz-Jeghers Syndrome	"Both PJS and CCS present with gastrointestinal polyposis and can have cutaneous manifestations. PJS is characterized by hamartomatous polyps throughout the GI tract and characteristic mucocutaneous pigmentation. However, the clinical presentation, genetic basis, and associated systemic features differ significantly. PJS polyps are typically larger and less diffuse than in CCS, and PJS carries increased cancer risk through a different mechanism (STK11 mutations).
"	Peutz-Jeghers syndrome	MONDO:0008280	Peutz-Jeghers syndrome		"{""preferred_term"": ""Peutz-Jeghers syndrome"", ""term"": {""id"": ""MONDO:0008280"", ""label"": ""Peutz-Jeghers syndrome""}}"																											
1819	1867	78	Cronkhite-Canada syndrome	Cronkhite-Canada_syndrome.yaml	differential_diagnoses	2	Eosinophilic Gastroenteritis	"EGE presents with similar symptoms to CCS including chronic diarrhea, abdominal pain, and GI inflammation with mucosal edema. Early in the disease course, before polyp formation is evident, patients with CCS may present with diffuse gastroduodenal mucosal edema and eosinophilic infiltration that resembles EGE. Both conditions can present with protein-losing enteropathy and nutritional deficiencies. Careful endoscopy and follow-up imaging are required to differentiate the two conditions.
"	disease_term	disease_term	$	Eosinophilic Gastroenteritis	"EGE presents with similar symptoms to CCS including chronic diarrhea, abdominal pain, and GI inflammation with mucosal edema. Early in the disease course, before polyp formation is evident, patients with CCS may present with diffuse gastroduodenal mucosal edema and eosinophilic infiltration that resembles EGE. Both conditions can present with protein-losing enteropathy and nutritional deficiencies. Careful endoscopy and follow-up imaging are required to differentiate the two conditions.
"	eosinophilic gastroenteritis	MONDO:0016129	eosinophilic gastroenteritis		"{""preferred_term"": ""eosinophilic gastroenteritis"", ""term"": {""id"": ""MONDO:0016129"", ""label"": ""eosinophilic gastroenteritis""}}"																											
1820	1868	78	Cronkhite-Canada syndrome	Cronkhite-Canada_syndrome.yaml	differential_diagnoses	3	Familial Adenomatous Polyposis	"FAP presents with hundreds to thousands of adenomatous polyps throughout the colon and rectum, similar to the polyposis seen in CCS. Both conditions carry significant cancer risk and require surveillance and intervention. However, FAP is autosomal dominant (APC mutations) whereas CCS is sporadic and nonhereditary. The polyp types, anatomical distribution, and systemic manifestations are distinctly different.
"	disease_term	disease_term	$	Familial Adenomatous Polyposis	"FAP presents with hundreds to thousands of adenomatous polyps throughout the colon and rectum, similar to the polyposis seen in CCS. Both conditions carry significant cancer risk and require surveillance and intervention. However, FAP is autosomal dominant (APC mutations) whereas CCS is sporadic and nonhereditary. The polyp types, anatomical distribution, and systemic manifestations are distinctly different.
"	classic familial adenomatous polyposis	MONDO:0021055	classic familial adenomatous polyposis		"{""preferred_term"": ""classic familial adenomatous polyposis"", ""term"": {""id"": ""MONDO:0021055"", ""label"": ""classic familial adenomatous polyposis""}}"																											
1965	2035	90	Dieulafoy Lesion	Dieulafoy_Lesion.yaml	differential_diagnoses	0	Peptic Ulcer Disease	Ulcerative mucosal defects of stomach or duodenum that commonly cause overt GI bleeding and can mimic Dieulafoy lesions endoscopically.	disease_term	disease_term	$	Peptic Ulcer Disease	Ulcerative mucosal defects of stomach or duodenum that commonly cause overt GI bleeding and can mimic Dieulafoy lesions endoscopically.	peptic ulcer disease	MONDO:0004247	peptic ulcer disease		"{""preferred_term"": ""peptic ulcer disease"", ""term"": {""id"": ""MONDO:0004247"", ""label"": ""peptic ulcer disease""}}"																											
1966	2036	90	Dieulafoy Lesion	Dieulafoy_Lesion.yaml	differential_diagnoses	1	Angiodysplasia of Colon	Dilated submucosal vessels typically in the colon that cause painless lower GI bleeding and can resemble vascular Dieulafoy bleeding sites.	disease_term	disease_term	$	Angiodysplasia of Colon	Dilated submucosal vessels typically in the colon that cause painless lower GI bleeding and can resemble vascular Dieulafoy bleeding sites.	angiodysplasia	MONDO:0002322	angiodysplasia		"{""preferred_term"": ""angiodysplasia"", ""term"": {""id"": ""MONDO:0002322"", ""label"": ""angiodysplasia""}}"																											
1967	2037	90	Dieulafoy Lesion	Dieulafoy_Lesion.yaml	differential_diagnoses	2	Gastric Antral Vascular Ectasia (GAVE)	Watermelon stomach with dilated antral vessels producing chronic or acute upper GI bleeding that must be distinguished from Dieulafoy lesions.	disease_term	disease_term	$	Gastric Antral Vascular Ectasia (GAVE)	Watermelon stomach with dilated antral vessels producing chronic or acute upper GI bleeding that must be distinguished from Dieulafoy lesions.	gastric antral vascular ectasia	MONDO:0006767	gastric antral vascular ectasia		"{""preferred_term"": ""gastric antral vascular ectasia"", ""term"": {""id"": ""MONDO:0006767"", ""label"": ""gastric antral vascular ectasia""}}"																											
