curie,label,retrieved_at
HP:0001263,Global developmental delay,2025-12-06T10:54:33.965695
HP:0000135,Hypogonadism,2025-12-06T10:54:33.965697
HP:0034315,Chronic cough,2025-12-06T10:54:33.965701
HP:0033709,Increased sputum production,2025-12-06T10:54:33.965703
HP:0002094,Dyspnea,2025-12-06T10:54:33.965705
HP:0002105,Hemoptysis,2025-12-06T10:54:33.965707
HP:0002205,Recurrent respiratory infections,2025-12-06T10:54:33.965709
HP:0001944,Dehydration,2025-12-06T10:54:33.965712
HP:0031274,Hypovolemic shock,2025-12-06T10:54:33.965714
HP:0002900,Hypokalemia,2025-12-06T10:54:33.965716
HP:0001942,Metabolic acidosis,2025-12-06T10:54:33.965719
HP:0003394,Muscle spasm,2025-12-06T10:54:33.965721
HP:0002878,Respiratory failure,2025-12-06T10:54:33.965723
HP:0002014,Diarrhea,2025-12-06T10:54:33.965725
HP:0004796,Gastrointestinal obstruction,2025-12-06T10:54:33.965728
HP:0001369,Arthritis,2025-12-06T10:54:33.965730
HP:0012219,Erythema nodosum,2025-12-06T10:54:33.965732
HP:0000554,Uveitis,2025-12-06T10:54:33.965734
HP:0002013,Vomiting,2025-12-06T10:54:33.965737
HP:0000967,Petechiae,2025-12-06T10:54:33.965739
HP:0000421,Epistaxis,2025-12-06T10:54:33.965741
HP:0002716,Lymphadenopathy,2025-12-06T10:54:33.965743
HP:0002240,Hepatomegaly,2025-12-06T10:54:33.965745
HP:0001882,Decreased total leukocyte count,2025-12-06T10:54:33.965747
HP:0001892,Abnormal bleeding,2025-12-06T10:54:33.965750
HP:0012819,Myocarditis,2025-12-06T10:54:33.965752
HP:0002202,Pleural effusion,2025-12-06T10:54:33.965755
HP:0031273,Shock,2025-12-06T10:54:33.965757
HP:0001252,Hypotonia,2025-12-06T10:54:33.965759
HP:0000821,Hypothyroidism,2025-12-06T10:54:33.965761
HP:0002870,Obstructive sleep apnea,2025-12-06T10:54:33.965763
HP:0001250,Seizure,2025-12-06T10:54:33.965766
HP:0000752,Hyperactivity,2025-12-06T10:54:33.965768
HP:0003326,Myalgia,2025-12-06T10:54:33.965770
HP:0012115,Hepatitis,2025-12-06T10:54:33.965772
HP:0001382,Joint hypermobility,2025-12-06T10:54:33.965774
HP:0001058,Poor wound healing,2025-12-06T10:54:33.965776
HP:0000563,Keratoconus,2025-12-06T10:54:33.965779
HP:0001634,Mitral valve prolapse,2025-12-06T10:54:33.965781
HP:0002020,Gastroesophageal reflux,2025-12-06T10:54:33.965783
HP:0000993,Molluscoid pseudotumors,2025-12-06T10:54:33.965785
HP:0000545,Myopia,2025-12-06T10:54:33.965788
HP:0000592,Blue sclerae,2025-12-06T10:54:33.965790
HP:0001954,Recurrent fever,2025-12-06T10:54:33.965792
HP:0002586,Peritonitis,2025-12-06T10:54:33.965794
HP:0002102,Pleuritis,2025-12-06T10:54:33.965798
HP:0011034,Amyloidosis,2025-12-06T10:54:33.965800
HP:0001876,Pancytopenia,2025-12-06T10:54:33.965802
HP:0004322,Short stature,2025-12-06T10:54:33.965804
HP:0005775,Multiple skeletal anomalies,2025-12-06T10:54:33.965807
HP:0001878,Hemolytic anemia,2025-12-06T10:54:33.965809
HP:0040319,Dark urine,2025-12-06T10:54:33.965811
HP:0003265,Neonatal hyperbilirubinemia,2025-12-06T10:54:33.965813
HP:0000980,Pallor,2025-12-06T10:54:33.965816
HP:0000836,Hyperthyroidism,2025-12-06T10:54:33.965818
HP:0000853,Goiter,2025-12-06T10:54:33.965820
HP:0001649,Tachycardia,2025-12-06T10:54:33.965822
HP:0001337,Tremor,2025-12-06T10:54:33.965824
HP:0000737,Irritability,2025-12-06T10:54:33.965830
HP:0200028,Pretibial myxedema,2025-12-06T10:54:33.965832
HP:0000952,Jaundice,2025-12-06T10:54:33.965834
HP:0002018,Nausea,2025-12-06T10:54:33.965836
HP:0002829,Arthralgia,2025-12-06T10:54:33.965838
HP:0000988,Skin rash,2025-12-06T10:54:33.965840
HP:0012450,Chronic constipation,2025-12-06T10:54:33.965843
HP:0001508,Failure to thrive,2025-12-06T10:54:33.965845
HP:0004387,Enterocolitis,2025-12-06T10:54:33.965847
HP:0002072,Chorea,2025-12-06T10:54:33.965849
HP:0100749,Chest pain,2025-12-06T10:54:33.965851
HP:0011675,Arrhythmia,2025-12-06T10:54:33.965853
HP:0002647,Aortic dissection,2025-12-06T10:54:33.965856
HP:0001297,Stroke,2025-12-06T10:54:33.965858
HP:0000093,Proteinuria,2025-12-06T10:54:33.965860
HP:0001279,Syncope,2025-12-06T10:54:33.965862
HP:0011149,Absence seizure with eyelid myoclonia,2025-12-06T10:54:33.965864
HP:0000992,Cutaneous photosensitivity,2025-12-06T10:54:33.965867
HP:0000509,Conjunctivitis,2025-12-06T10:54:33.965869
HP:0000750,Delayed speech and language development,2025-12-06T10:54:33.965871
HP:0000054,Micropenis,2025-12-06T10:54:33.965874
HP:0012126,Stomach cancer,2025-12-06T10:54:33.965876
HP:0002721,Immunodeficiency,2025-12-06T10:54:33.965879
HP:0004942,Aortic aneurysm,2025-12-06T10:54:33.965881
HP:0001166,Arachnodactyly,2025-12-06T10:54:33.965883
HP:0001083,Ectopia lentis,2025-12-06T10:54:33.965885
HP:0002650,Scoliosis,2025-12-06T10:54:33.965888
HP:0002107,Pneumothorax,2025-12-06T10:54:33.965890
HP:0000989,Pruritus,2025-12-06T10:54:33.965892
HP:0001257,Spasticity,2025-12-06T10:54:33.965894
HP:0100543,Cognitive impairment,2025-12-06T10:54:33.965896
HP:0003256,Abnormality of the coagulation cascade,2025-12-06T10:54:33.965898
HP:0000822,Hypertension,2025-12-06T10:54:33.965901
HP:0001510,Growth delay,2025-12-06T10:54:33.965903
HP:0000867,Secondary hyperparathyroidism,2025-12-06T10:54:33.965905
HP:0002653,Bone pain,2025-12-06T10:54:33.965908
HP:0006532,Recurrent pneumonia,2025-12-06T10:54:33.965910
HP:0003040,Arthropathy,2025-12-06T10:54:33.965912
HP:0001789,Hydrops fetalis,2025-12-06T10:54:33.965914
HP:0000488,Retinopathy,2025-12-06T10:54:33.965916
HP:0000365,Hearing impairment,2025-12-06T10:54:33.965919
HP:0000846,Adrenal insufficiency,2025-12-06T10:54:33.965921
HP:0000722,Compulsive behaviors,2025-12-06T10:54:33.965952
HP:0001300,Parkinsonism,2025-12-06T10:54:33.965956
HP:0002110,Bronchiectasis,2025-12-06T10:54:33.965958
HP:0000389,Chronic otitis media,2025-12-06T10:54:33.965960
HP:0001696,Situs inversus totalis,2025-12-06T10:54:33.965963
HP:0030812,Enlarged tonsils,2025-12-06T10:54:33.965965
HP:0030166,Night sweats,2025-12-06T10:54:33.965967
HP:0002015,Dysphagia,2025-12-06T10:54:33.965969
HP:0001962,Palpitations,2025-12-06T10:54:33.965972
HP:0000969,Edema,2025-12-06T10:54:33.965974
HP:0040311,Symmetric polyarthritis,2025-12-06T10:54:33.965976
HP:0005197,Generalized morning stiffness,2025-12-06T10:54:33.965978
HP:0100532,Scleritis,2025-12-06T10:54:33.965980
HP:0001701,Pericarditis,2025-12-06T10:54:33.965983
HP:0002719,Recurrent infections,2025-12-06T10:54:33.965985
HP:0000486,Strabismus,2025-12-06T10:54:33.965987
HP:0000738,Hallucinations,2025-12-06T10:54:33.965989
HP:0000746,Delusion,2025-12-06T10:54:33.965991
HP:0025300,Malar rash,2025-12-06T10:54:33.965993
HP:0033726,Lupus nephritis,2025-12-06T10:54:33.965996
HP:0000709,Psychosis,2025-12-06T10:54:33.965998
HP:0200039,Pustule,2025-12-06T10:54:33.966000
HP:0003418,Back pain,2025-12-06T10:54:33.966002
HP:0003074,Hyperglycemia,2025-12-06T10:54:33.966004
HP:0000103,Polyuria,2025-12-06T10:54:33.966006
HP:0001959,Polydipsia,2025-12-06T10:54:33.966009
HP:0001953,Diabetic ketoacidosis,2025-12-06T10:54:33.966011
HP:0003474,Somatic sensory dysfunction,2025-12-06T10:54:33.966013
HP:0003401,Paresthesia,2025-12-06T10:54:33.966015
HP:0002459,obsolete Dysautonomia,2025-12-06T10:54:33.966018
HP:0001635,Congestive heart failure,2025-12-06T10:54:33.966020
HP:0001278,Orthostatic hypotension,2025-12-06T10:54:33.966022
HP:0012332,Abnormal autonomic nervous system physiology,2025-12-06T10:54:33.966024
HP:0001943,Hypoglycemia,2025-12-06T10:54:33.966027
HP:0002902,Hyponatremia,2025-12-06T10:54:33.966029
HP:0002153,Hyperkalemia,2025-12-06T10:54:33.966031
HP:0002204,Pulmonary embolism,2025-12-06T10:54:33.966034
HP:0002098,Respiratory distress,2025-12-06T10:54:33.966036
HP:0003236,Elevated circulating creatine kinase concentration,2025-12-06T10:54:33.966038
HP:0007340,Lower limb muscle weakness,2025-12-06T10:54:33.966041
HP:0000662,Nyctalopia,2025-12-06T10:54:33.966043
HP:0000529,Progressive visual loss,2025-12-06T10:54:33.966045
HP:0000490,Deeply set eye,2025-12-06T10:54:33.966048
HP:0001919,Acute kidney injury,2025-12-06T10:54:33.966050
HP:0012418,Hypoxemia,2025-12-06T10:54:33.966052
HP:0012416,Hypercapnia,2025-12-06T10:54:33.966054
HP:0004395,Malnutrition,2025-12-06T10:54:33.966056
HP:0002383,Infectious encephalitis,2025-12-06T10:54:33.966058
HP:0001899,Increased hematocrit,2025-12-06T10:54:33.966060
HP:0000707,Abnormality of the nervous system,2025-12-06T10:54:33.966062
HP:0003111,Abnormal blood ion concentration,2025-12-06T10:54:33.966065
HP:0003812,Phenotypic variability,2025-12-06T10:54:33.966067
HP:0002910,Elevated circulating hepatic transaminase concentration,2025-12-06T10:54:33.966069
HP:0001410,Decreased liver function,2025-12-06T10:54:33.966072
HP:0002591,Polyphagia,2025-12-06T10:54:33.966074
HP:0002046,Heat intolerance,2025-12-06T10:54:33.966076
HP:0000975,Hyperhidrosis,2025-12-06T10:54:33.966078
HP:0001645,Sudden cardiac death,2025-12-06T10:54:33.966081
HP:0000572,Visual loss,2025-12-06T10:54:33.966083
HP:0002617,Vascular dilatation,2025-12-06T10:54:33.966085
HP:0005214,Intestinal obstruction,2025-12-06T10:54:33.966087
HP:0002664,Neoplasm,2025-12-06T10:54:33.966089
HP:0100699,Scarring,2025-12-06T10:54:33.966091
HP:0003774,Stage 5 chronic kidney disease,2025-12-06T10:54:33.966093
HP:0000729,Autistic behavior,2025-12-06T10:54:33.966095
HP:0000246,Sinusitis,2025-12-06T10:54:33.966098
HP:0000388,Otitis media,2025-12-06T10:54:33.966100
HP:0001367,Abnormal joint morphology,2025-12-06T10:54:33.966102
HP:0001288,Gait disturbance,2025-12-06T10:54:33.966104
HP:0003076,Glycosuria,2025-12-06T10:54:33.966106
HP:0000112,Nephropathy,2025-12-06T10:54:33.966108
HP:0001626,Abnormality of the cardiovascular system,2025-12-06T10:54:33.966110
HP:0002789,Tachypnea,2025-12-06T10:54:33.966113
HP:0001289,Confusion,2025-12-06T10:54:33.966115
HP:0030973,Postexertional symptom exacerbation,2025-12-06T10:54:33.966117
