curie,label,retrieved_at
MAXO:0000194,opioid analgesic agent therapy,2026-03-07T05:16:51.892891
MAXO:0000451,implantation,2026-03-07T05:16:51.892894
MAXO:0000616,oxygen saturation measurement,2026-03-07T05:16:51.892897
MAXO:0000930,speech therapy,2026-03-07T05:16:51.892899
MAXO:0001351,occupational therapy,2026-03-07T05:16:51.892902
MAXO:0000609,serology testing,2026-03-07T05:16:51.892905
MAXO:0000594,clinical quantitative reverse transcription PCR testing,2026-03-07T05:16:51.892908
MAXO:0000109,vitamin C supplementation,2026-03-07T05:16:51.892911
MAXO:0000068,transplantation procedure,2026-03-07T05:16:51.892914
MAXO:0000747,hematopoietic stem cell transplantation,2026-03-07T05:16:51.892917
MAXO:0000164,uricosuric agent therapy,2026-03-07T05:16:51.892920
MAXO:0000453,laser ablation therapy,2026-03-07T05:16:51.892923
MAXO:0000757,infusion procedure,2026-03-07T05:16:51.892927
MAXO:0001002,immunotherapy procedure,2026-03-07T05:16:51.892929
MAXO:0000499,therapeutic procedure of respiratory system,2026-03-07T05:16:51.892932
MAXO:0000126,cancer screening,2026-03-07T05:16:51.892936
MAXO:0000002,therapeutic procedure,2026-03-07T05:16:51.892938
MAXO:0001184,colonoscopy,2026-03-07T05:16:51.892942
MAXO:0000506,noninvasive ventilation,2026-03-07T05:16:51.892945
MAXO:0001395,radiofrequency ablation therapy,2026-03-07T05:16:51.892947
MAXO:0000748,fecal microbiota transplantation,2026-03-07T05:16:51.892950
MAXO:0000640,corticosteroid agent therapy,2026-03-07T05:16:51.892953
MAXO:0001030,adrenalectomy,2026-03-07T05:16:51.892956
MAXO:0000933,enzyme replacement or supplementation therapy,2026-03-07T05:16:51.892959
MAXO:0001175,liver transplantation,2026-03-07T05:16:51.892962
MAXO:0001492,surveillance for malignancies,2026-03-07T05:16:51.892965
MAXO:0000683,clinical cardiac electrophysiologist evaluation,2026-03-07T05:16:51.892968
MAXO:0000645,acetylcholinesterase inhibitor therapy,2026-03-07T05:16:51.892971
MAXO:0001079,thymectomy,2026-03-07T05:16:51.892974
MAXO:0000297,immune suppressant agent therapy,2026-03-07T05:16:51.892977
MAXO:0001483,complement 5 inhibitor agent therapy,2026-03-07T05:16:51.892980
MAXO:0000954,bisphosphonate agent therapy,2026-03-07T05:16:51.892983
MAXO:0001139,calcium supplementation,2026-03-07T05:16:51.892986
MAXO:0000110,vitamin D supplementation,2026-03-07T05:16:51.892989
MAXO:0009016,botulinum toxin type A therapy,2026-03-07T05:16:51.892992
MAXO:0001224,copper chelator agent therapy,2026-03-07T05:16:51.892995
MAXO:0000127,genetic testing,2026-03-07T05:16:51.892998
MAXO:0000001,medical action,2026-03-07T05:16:51.893001
MAXO:0000944,cranial electrical stimulation,2026-03-07T05:16:51.893004
MAXO:0000750,transplant conditioning,2026-03-07T05:16:51.893006
MAXO:0001490,platelet transfusion,2026-03-07T05:16:51.893009
MAXO:0000943,deep brain stimulation,2026-03-07T05:16:51.893013
MAXO:0000885,surgical removal procedure,2026-03-07T05:16:51.893016
MAXO:0000452,ablation therapy,2026-03-07T05:16:51.893019
MAXO:0000571,computed tomography procedure,2026-03-07T05:16:51.893021
MAXO:0001225,iron chelator agent therapy,2026-03-07T05:16:51.893024
MAXO:0000165,diuretic agent therapy,2026-03-07T05:16:51.893027
MAXO:0000237,retinoid agent therapy,2026-03-07T05:16:51.893030
MAXO:0001021,antimicrobial agent therapy,2026-03-07T05:16:51.893033
MAXO:0000061,antibacterial agent therapy,2026-03-07T05:16:51.893036
MAXO:0001417,therapeutic procedure of skin of body,2026-03-07T05:16:51.893039
MAXO:0001578,laser surgical procedure,2026-03-07T05:16:51.893042
MAXO:0001553,topical corticosteroid therapy,2026-03-07T05:16:51.893045
MAXO:0000169,anti-inflammatory agent therapy,2026-03-07T05:16:51.893048
MAXO:0000618,fluid replacement therapy,2026-03-07T05:16:51.893051
MAXO:0000130,endoscopic procedure,2026-03-07T05:16:51.893054
MAXO:0010012,coenzyme Q10 supplementation,2026-03-07T05:16:51.893057
MAXO:0010006,carnitine supplementation,2026-03-07T05:16:51.893060
MAXO:0000761,B vitamin supplementation,2026-03-07T05:16:51.893063
MAXO:0010032,cardiac transplantation,2026-03-07T05:16:51.893103
MAXO:0035089,nasal endoscopy,2026-03-07T05:16:51.893107
MAXO:0001292,surgical plastic reconstruction of face,2026-03-07T05:16:51.893110
MAXO:0000221,NSAID therapy,2026-03-07T05:16:51.893114
MAXO:0001298,therapy,2026-03-07T05:16:51.893117
MAXO:0000055,sunlight avoidance,2026-03-07T05:16:51.893120
MAXO:0000780,human growth hormone replacement therapy,2026-03-07T05:16:51.893123
MAXO:0009101,early intervention services,2026-03-07T05:16:51.893126
MAXO:0001077,splenectomy,2026-03-07T05:16:51.893129
MAXO:0000016,cellular therapy,2026-03-07T05:16:51.893132
MAXO:0001346,gastrostomy,2026-03-07T05:16:51.893135
MAXO:0000477,orthopedic procedure,2026-03-07T05:16:51.893137
MAXO:0000448,surgical resection,2026-03-07T05:16:51.893140
