descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
734	674	28	Asthma	Asthma.yaml	datasets	0		Bronchial epithelial brushings from mild-to-moderate asthmatics (not on inhaled steroids) and healthy controls, stratified by Type 2 inflammation markers (POSTN, SERPINB2, CLCA1).	sample_types[0]	sample_types	sample_types			bronchial epithelial cells				"{""cell_type_term"": {""preferred_term"": ""bronchial epithelial cell"", ""term"": {""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}, ""preferred_term"": ""bronchial epithelial cells"", ""tissue_term"": {""preferred_term"": ""bronchus"", ""term"": {""id"": ""UBERON:0002185"", ""label"": ""bronchus""}}}"																											
735	674	28	Asthma	Asthma.yaml	datasets	0		Bronchial epithelial brushings from mild-to-moderate asthmatics (not on inhaled steroids) and healthy controls, stratified by Type 2 inflammation markers (POSTN, SERPINB2, CLCA1).	sample_types[0].tissue_term	sample_types	sample_types[0]			bronchus	UBERON:0002185	bronchus		"{""preferred_term"": ""bronchus"", ""term"": {""id"": ""UBERON:0002185"", ""label"": ""bronchus""}}"																											
736	674	28	Asthma	Asthma.yaml	datasets	0		Bronchial epithelial brushings from mild-to-moderate asthmatics (not on inhaled steroids) and healthy controls, stratified by Type 2 inflammation markers (POSTN, SERPINB2, CLCA1).	sample_types[0].cell_type_term	sample_types	sample_types[0]			bronchial epithelial cell	CL:0002328	bronchial epithelial cell		"{""preferred_term"": ""bronchial epithelial cell"", ""term"": {""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}"																											
737	675	28	Asthma	Asthma.yaml	datasets	1		Bronchial epithelial cells from normal controls, mild-moderate, and severe asthmatic patients to identify severity-associated gene expression.	organism	organism	$		Bronchial epithelial cells from normal controls, mild-moderate, and severe asthmatic patients to identify severity-associated gene expression.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
738	675	28	Asthma	Asthma.yaml	datasets	1		Bronchial epithelial cells from normal controls, mild-moderate, and severe asthmatic patients to identify severity-associated gene expression.	sample_types[0]	sample_types	sample_types			bronchial epithelial cells				"{""cell_type_term"": {""preferred_term"": ""bronchial epithelial cell"", ""term"": {""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}, ""preferred_term"": ""bronchial epithelial cells""}"																											
739	675	28	Asthma	Asthma.yaml	datasets	1		Bronchial epithelial cells from normal controls, mild-moderate, and severe asthmatic patients to identify severity-associated gene expression.	sample_types[0].cell_type_term	sample_types	sample_types[0]			bronchial epithelial cell	CL:0002328	bronchial epithelial cell		"{""preferred_term"": ""bronchial epithelial cell"", ""term"": {""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}"																											
740	676	28	Asthma	Asthma.yaml	datasets	2		Large cohort study of nasal epithelial cells comparing asthmatic and control subjects.	organism	organism	$		Large cohort study of nasal epithelial cells comparing asthmatic and control subjects.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
741	676	28	Asthma	Asthma.yaml	datasets	2		Large cohort study of nasal epithelial cells comparing asthmatic and control subjects.	sample_types[0]	sample_types	sample_types			nasal epithelial cells				"{""preferred_term"": ""nasal epithelial cells"", ""tissue_term"": {""preferred_term"": ""nasal cavity mucosa"", ""term"": {""id"": ""UBERON:0001826"", ""label"": ""nasal cavity mucosa""}}}"																											
742	676	28	Asthma	Asthma.yaml	datasets	2		Large cohort study of nasal epithelial cells comparing asthmatic and control subjects.	sample_types[0].tissue_term	sample_types	sample_types[0]			nasal cavity mucosa	UBERON:0001826	nasal cavity mucosa		"{""preferred_term"": ""nasal cavity mucosa"", ""term"": {""id"": ""UBERON:0001826"", ""label"": ""nasal cavity mucosa""}}"																											
743	677	28	Asthma	Asthma.yaml	datasets	3		Single-cell RNA sequencing of airway epithelial cells from asthmatic patients revealing cell-type specific transcriptional changes.	organism	organism	$		Single-cell RNA sequencing of airway epithelial cells from asthmatic patients revealing cell-type specific transcriptional changes.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
744	677	28	Asthma	Asthma.yaml	datasets	3		Single-cell RNA sequencing of airway epithelial cells from asthmatic patients revealing cell-type specific transcriptional changes.	sample_types[0]	sample_types	sample_types			airway epithelial cells				"{""cell_type_term"": {""preferred_term"": ""epithelial cell of tracheobronchial tree"", ""term"": {""id"": ""CL:0002202"", ""label"": ""epithelial cell of tracheobronchial tree""}}, ""preferred_term"": ""airway epithelial cells""}"																											
745	677	28	Asthma	Asthma.yaml	datasets	3		Single-cell RNA sequencing of airway epithelial cells from asthmatic patients revealing cell-type specific transcriptional changes.	sample_types[0].cell_type_term	sample_types	sample_types[0]			epithelial cell of tracheobronchial tree	CL:0002202	epithelial cell of tracheobronchial tree		"{""preferred_term"": ""epithelial cell of tracheobronchial tree"", ""term"": {""id"": ""CL:0002202"", ""label"": ""epithelial cell of tracheobronchial tree""}}"																											
746	678	28	Asthma	Asthma.yaml	datasets	4		Primary human bronchial epithelial cells grown at air-liquid interface, exposed to whole tobacco cigarette smoke and electronic cigarette aerosol.	organism	organism	$		Primary human bronchial epithelial cells grown at air-liquid interface, exposed to whole tobacco cigarette smoke and electronic cigarette aerosol.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
747	678	28	Asthma	Asthma.yaml	datasets	4		Primary human bronchial epithelial cells grown at air-liquid interface, exposed to whole tobacco cigarette smoke and electronic cigarette aerosol.	sample_types[0]	sample_types	sample_types			primary bronchial epithelial cells (ALI culture)				"{""cell_type_term"": {""preferred_term"": ""bronchial epithelial cell"", ""term"": {""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}, ""preferred_term"": ""primary bronchial epithelial cells (ALI culture)""}"																											
748	678	28	Asthma	Asthma.yaml	datasets	4		Primary human bronchial epithelial cells grown at air-liquid interface, exposed to whole tobacco cigarette smoke and electronic cigarette aerosol.	sample_types[0].cell_type_term	sample_types	sample_types[0]			bronchial epithelial cell	CL:0002328	bronchial epithelial cell		"{""preferred_term"": ""bronchial epithelial cell"", ""term"": {""id"": ""CL:0002328"", ""label"": ""bronchial epithelial cell""}}"																											
749	678	28	Asthma	Asthma.yaml	datasets	4		Primary human bronchial epithelial cells grown at air-liquid interface, exposed to whole tobacco cigarette smoke and electronic cigarette aerosol.	exposures[0]	exposures	exposures			tobacco smoke exposure	ECTO:6000029	exposure to tobacco smoking		"{""preferred_term"": ""tobacco smoke exposure"", ""term"": {""id"": ""ECTO:6000029"", ""label"": ""exposure to tobacco smoking""}}"																											
750	679	28	Asthma	Asthma.yaml	datasets	5		Gene expression from lung tissue of ovalbumin-sensitized and challenged BALB/c mice modeling allergic airway inflammation.	organism	organism	$		Gene expression from lung tissue of ovalbumin-sensitized and challenged BALB/c mice modeling allergic airway inflammation.	mouse	NCBITaxon:10090	Mus musculus		"{""preferred_term"": ""mouse"", ""term"": {""id"": ""NCBITaxon:10090"", ""label"": ""Mus musculus""}}"																											
751	679	28	Asthma	Asthma.yaml	datasets	5		Gene expression from lung tissue of ovalbumin-sensitized and challenged BALB/c mice modeling allergic airway inflammation.	sample_types[0]	sample_types	sample_types			whole lung tissue				"{""preferred_term"": ""whole lung tissue"", ""tissue_term"": {""preferred_term"": ""lung"", ""term"": {""id"": ""UBERON:0002048"", ""label"": ""lung""}}}"																											
752	679	28	Asthma	Asthma.yaml	datasets	5		Gene expression from lung tissue of ovalbumin-sensitized and challenged BALB/c mice modeling allergic airway inflammation.	sample_types[0].tissue_term	sample_types	sample_types[0]			lung	UBERON:0002048	lung		"{""preferred_term"": ""lung"", ""term"": {""id"": ""UBERON:0002048"", ""label"": ""lung""}}"																											
753	679	28	Asthma	Asthma.yaml	datasets	5		Gene expression from lung tissue of ovalbumin-sensitized and challenged BALB/c mice modeling allergic airway inflammation.	exposures[0]	exposures	exposures			ovalbumin allergen challenge	ECTO:0000726	exposure to allergen		"{""preferred_term"": ""ovalbumin allergen challenge"", ""term"": {""id"": ""ECTO:0000726"", ""label"": ""exposure to allergen""}}"																											
1127	1127	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	0		Bulk RNA-seq of whole lung tissue from chronic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and control samples.	organism	organism	$		Bulk RNA-seq of whole lung tissue from chronic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and control samples.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
1128	1127	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	0		Bulk RNA-seq of whole lung tissue from chronic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and control samples.	sample_types[0]	sample_types	sample_types			lung tissue				"{""preferred_term"": ""lung tissue"", ""tissue_term"": {""preferred_term"": ""lung"", ""term"": {""id"": ""UBERON:0002048"", ""label"": ""lung""}}}"																											
1129	1127	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	0		Bulk RNA-seq of whole lung tissue from chronic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and control samples.	sample_types[0].tissue_term	sample_types	sample_types[0]			lung	UBERON:0002048	lung		"{""preferred_term"": ""lung"", ""term"": {""id"": ""UBERON:0002048"", ""label"": ""lung""}}"																											
1130	1128	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	1		Single-cell and single-nucleus RNA-seq of PBMCs and BAL cells from fibrotic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and controls.	organism	organism	$		Single-cell and single-nucleus RNA-seq of PBMCs and BAL cells from fibrotic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and controls.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
1131	1128	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	1		Single-cell and single-nucleus RNA-seq of PBMCs and BAL cells from fibrotic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and controls.	sample_types[0]	sample_types	sample_types			peripheral blood mononuclear cell				"{""cell_type_term"": {""preferred_term"": ""peripheral blood mononuclear cell"", ""term"": {""id"": ""CL:2000001"", ""label"": ""peripheral blood mononuclear cell""}}, ""preferred_term"": ""peripheral blood mononuclear cell""}"																											
1132	1128	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	1		Single-cell and single-nucleus RNA-seq of PBMCs and BAL cells from fibrotic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and controls.	sample_types[0].cell_type_term	sample_types	sample_types[0]			peripheral blood mononuclear cell	CL:2000001	peripheral blood mononuclear cell		"{""preferred_term"": ""peripheral blood mononuclear cell"", ""term"": {""id"": ""CL:2000001"", ""label"": ""peripheral blood mononuclear cell""}}"																											
1133	1128	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	1		Single-cell and single-nucleus RNA-seq of PBMCs and BAL cells from fibrotic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and controls.	sample_types[1]	sample_types	sample_types			bronchoalveolar lavage				"{""preferred_term"": ""bronchoalveolar lavage"", ""tissue_term"": {""preferred_term"": ""lung"", ""term"": {""id"": ""UBERON:0002048"", ""label"": ""lung""}}}"																											
1134	1128	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	datasets	1		Single-cell and single-nucleus RNA-seq of PBMCs and BAL cells from fibrotic hypersensitivity pneumonitis, idiopathic pulmonary fibrosis, and controls.	sample_types[1].tissue_term	sample_types	sample_types[1]			lung	UBERON:0002048	lung		"{""preferred_term"": ""lung"", ""term"": {""id"": ""UBERON:0002048"", ""label"": ""lung""}}"																											
1707	1738	73	Colon Adenocarcinoma	Colon_Adenocarcinoma.yaml	datasets	0		Microarray dataset with colorectal cancer and non-tumoral mucosa samples used for molecular classification and outcome studies.	organism	organism	$		Microarray dataset with colorectal cancer and non-tumoral mucosa samples used for molecular classification and outcome studies.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
1708	1738	73	Colon Adenocarcinoma	Colon_Adenocarcinoma.yaml	datasets	0		Microarray dataset with colorectal cancer and non-tumoral mucosa samples used for molecular classification and outcome studies.	sample_types[0]	sample_types	sample_types			colon tissue				"{""preferred_term"": ""colon tissue"", ""tissue_term"": {""preferred_term"": ""colon"", ""term"": {""id"": ""UBERON:0001155"", ""label"": ""colon""}}}"																											
1709	1738	73	Colon Adenocarcinoma	Colon_Adenocarcinoma.yaml	datasets	0		Microarray dataset with colorectal cancer and non-tumoral mucosa samples used for molecular classification and outcome studies.	sample_types[0].tissue_term	sample_types	sample_types[0]			colon	UBERON:0001155	colon		"{""preferred_term"": ""colon"", ""term"": {""id"": ""UBERON:0001155"", ""label"": ""colon""}}"																											
2772	2908	121	Frontotemporal Dementia	Frontotemporal_Dementia.yaml	datasets	0		Microarray expression profiling of frontal cortex, hippocampus, and cerebellum from FTLD-U and control brains.	organism	organism	$		Microarray expression profiling of frontal cortex, hippocampus, and cerebellum from FTLD-U and control brains.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
2773	2908	121	Frontotemporal Dementia	Frontotemporal_Dementia.yaml	datasets	0		Microarray expression profiling of frontal cortex, hippocampus, and cerebellum from FTLD-U and control brains.	sample_types[0]	sample_types	sample_types			brain tissue				"{""preferred_term"": ""brain tissue"", ""tissue_term"": {""preferred_term"": ""brain"", ""term"": {""id"": ""UBERON:0000955"", ""label"": ""brain""}}}"																											
2774	2908	121	Frontotemporal Dementia	Frontotemporal_Dementia.yaml	datasets	0		Microarray expression profiling of frontal cortex, hippocampus, and cerebellum from FTLD-U and control brains.	sample_types[0].tissue_term	sample_types	sample_types[0]			brain	UBERON:0000955	brain		"{""preferred_term"": ""brain"", ""term"": {""id"": ""UBERON:0000955"", ""label"": ""brain""}}"																											
3637	4032	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	0		Microarray analysis of jejunal mucosal biopsies from 53 IBS-D (diarrhea-predominant) patients and 40 healthy volunteers to identify differentially expressed genes related to intestinal barrier function and visceral hypersensitivity.	organism	organism	$		Microarray analysis of jejunal mucosal biopsies from 53 IBS-D (diarrhea-predominant) patients and 40 healthy volunteers to identify differentially expressed genes related to intestinal barrier function and visceral hypersensitivity.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
3638	4032	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	0		Microarray analysis of jejunal mucosal biopsies from 53 IBS-D (diarrhea-predominant) patients and 40 healthy volunteers to identify differentially expressed genes related to intestinal barrier function and visceral hypersensitivity.	sample_types[0]	sample_types	sample_types			jejunal mucosa biopsy				"{""preferred_term"": ""jejunal mucosa biopsy"", ""tissue_term"": {""preferred_term"": ""jejunum"", ""term"": {""id"": ""UBERON:0002115"", ""label"": ""jejunum""}}}"																											
3639	4032	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	0		Microarray analysis of jejunal mucosal biopsies from 53 IBS-D (diarrhea-predominant) patients and 40 healthy volunteers to identify differentially expressed genes related to intestinal barrier function and visceral hypersensitivity.	sample_types[0].tissue_term	sample_types	sample_types[0]			jejunum	UBERON:0002115	jejunum		"{""preferred_term"": ""jejunum"", ""term"": {""id"": ""UBERON:0002115"", ""label"": ""jejunum""}}"																											
3640	4033	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	1		Microarray profiling of jejunal mucosal biopsies from 5 IBS-D patients and 4 healthy volunteers as a pilot study to characterize gene expression patterns in diarrhea-predominant IBS.	organism	organism	$		Microarray profiling of jejunal mucosal biopsies from 5 IBS-D patients and 4 healthy volunteers as a pilot study to characterize gene expression patterns in diarrhea-predominant IBS.	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
3641	4033	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	1		Microarray profiling of jejunal mucosal biopsies from 5 IBS-D patients and 4 healthy volunteers as a pilot study to characterize gene expression patterns in diarrhea-predominant IBS.	sample_types[0]	sample_types	sample_types			jejunal mucosa biopsy				"{""preferred_term"": ""jejunal mucosa biopsy"", ""tissue_term"": {""preferred_term"": ""jejunum"", ""term"": {""id"": ""UBERON:0002115"", ""label"": ""jejunum""}}}"																											
3642	4033	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	1		Microarray profiling of jejunal mucosal biopsies from 5 IBS-D patients and 4 healthy volunteers as a pilot study to characterize gene expression patterns in diarrhea-predominant IBS.	sample_types[0].tissue_term	sample_types	sample_types[0]			jejunum	UBERON:0002115	jejunum		"{""preferred_term"": ""jejunum"", ""term"": {""id"": ""UBERON:0002115"", ""label"": ""jejunum""}}"																											
3643	4034	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	2		16S rRNA gene sequencing of fecal samples from IBS patients and healthy controls at Beijing Friendship Hospital to investigate gut microbiota composition and identify potential biomarkers.	organism	organism	$		16S rRNA gene sequencing of fecal samples from IBS patients and healthy controls at Beijing Friendship Hospital to investigate gut microbiota composition and identify potential biomarkers.	human gut metagenome	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human gut metagenome"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
3644	4034	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	2		16S rRNA gene sequencing of fecal samples from IBS patients and healthy controls at Beijing Friendship Hospital to investigate gut microbiota composition and identify potential biomarkers.	sample_types[0]	sample_types	sample_types			fecal sample				"{""preferred_term"": ""fecal sample"", ""tissue_term"": {""preferred_term"": ""feces"", ""term"": {""id"": ""UBERON:0001988"", ""label"": ""feces""}}}"																											
3645	4034	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	2		16S rRNA gene sequencing of fecal samples from IBS patients and healthy controls at Beijing Friendship Hospital to investigate gut microbiota composition and identify potential biomarkers.	sample_types[0].tissue_term	sample_types	sample_types[0]			feces	UBERON:0001988	feces		"{""preferred_term"": ""feces"", ""term"": {""id"": ""UBERON:0001988"", ""label"": ""feces""}}"																											
3646	4035	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	3		16S rRNA V4 region sequencing from the American Gut Project citizen science initiative. Contains 942 IBS subjects (IBS-D, IBS-C, IBS-U subtypes) matched with 942 non-IBS controls by age, gender, BMI, geography, and dietary patterns.	organism	organism	$		16S rRNA V4 region sequencing from the American Gut Project citizen science initiative. Contains 942 IBS subjects (IBS-D, IBS-C, IBS-U subtypes) matched with 942 non-IBS controls by age, gender, BMI, geography, and dietary patterns.	human gut metagenome	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human gut metagenome"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
3647	4035	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	3		16S rRNA V4 region sequencing from the American Gut Project citizen science initiative. Contains 942 IBS subjects (IBS-D, IBS-C, IBS-U subtypes) matched with 942 non-IBS controls by age, gender, BMI, geography, and dietary patterns.	sample_types[0]	sample_types	sample_types			fecal sample				"{""preferred_term"": ""fecal sample"", ""tissue_term"": {""preferred_term"": ""feces"", ""term"": {""id"": ""UBERON:0001988"", ""label"": ""feces""}}}"																											
3648	4035	171	Irritable Bowel Syndrome	Irritable_Bowel_Syndrome.yaml	datasets	3		16S rRNA V4 region sequencing from the American Gut Project citizen science initiative. Contains 942 IBS subjects (IBS-D, IBS-C, IBS-U subtypes) matched with 942 non-IBS controls by age, gender, BMI, geography, and dietary patterns.	sample_types[0].tissue_term	sample_types	sample_types[0]			feces	UBERON:0001988	feces		"{""preferred_term"": ""feces"", ""term"": {""id"": ""UBERON:0001988"", ""label"": ""feces""}}"																											
3973	4439	188	Long COVID	Long_COVID.yaml	datasets	0		"GEO bulk transcriptomic dataset paired with immune and hormonal profiling in long COVID patients meeting ME/CFS criteria, highlighting sex-specific dysregulation.
"	organism	organism	$		"GEO bulk transcriptomic dataset paired with immune and hormonal profiling in long COVID patients meeting ME/CFS criteria, highlighting sex-specific dysregulation.
"	human	NCBITaxon:9606	Homo sapiens		"{""preferred_term"": ""human"", ""term"": {""id"": ""NCBITaxon:9606"", ""label"": ""Homo sapiens""}}"																											
