curie,label,retrieved_at
GO:0021540,corpus callosum morphogenesis,2026-04-14T17:41:25.384218
GO:0021549,cerebellum development,2026-03-17T19:43:36.751462
GO:0021555,midbrain-hindbrain boundary morphogenesis,2026-04-28T22:03:15.630425
GO:0021695,cerebellar cortex development,2026-05-13T19:58:33.746270
GO:0021772,olfactory bulb development,2026-04-04T11:40:11.553727
GO:0021782,glial cell development,2026-04-25T19:32:45.020448
GO:0021799,cerebral cortex radially oriented cell migration,2026-04-25T16:58:41.920395
GO:0021895,cerebral cortex neuron differentiation,2026-05-16T17:52:23.518601
GO:0021983,pituitary gland development,2026-04-30T20:30:32.092652
GO:0021984,adenohypophysis development,2026-04-30T20:30:32.083279
GO:0021987,cerebral cortex development,2026-04-14T17:41:25.397522
GO:0022008,neurogenesis,2026-04-09T18:44:23.119731
GO:0022010,central nervous system myelination,2026-03-14T22:21:03.311828
GO:0022011,myelination in peripheral nervous system,2026-04-21T13:49:32.787727
GO:0022617,extracellular matrix disassembly,2026-03-17T19:25:20.443490
GO:0022857,transmembrane transporter activity,2026-03-17T19:30:33.428588
GO:0022900,electron transport chain,2026-03-17T19:44:42.934035
GO:0022904,respiratory electron transport chain,2026-03-17T19:25:32.252971
GO:0030017,sarcomere,2026-03-17T19:39:29.602117
GO:0030030,cell projection organization,2026-05-08T12:44:12.695443
GO:0030036,actin cytoskeleton organization,2026-03-17T19:45:55.402192
GO:0030041,actin filament polymerization,2026-03-17T19:51:57.911814
GO:0030073,insulin secretion,2026-03-17T19:32:49.071767
GO:0030097,hemopoiesis,2026-03-17T19:26:59.950601
GO:0030098,lymphocyte differentiation,2026-05-08T12:48:14.881619
GO:0030099,myeloid cell differentiation,2026-03-17T19:24:07.331639
GO:0030104,obsolete water homeostasis,2026-03-17T19:36:32.487513
GO:0030148,sphingolipid biosynthetic process,2026-03-14T22:26:23.294534
GO:0030149,sphingolipid catabolic process,2026-03-17T19:41:19.567177
GO:0030154,cell differentiation,2026-03-17T19:25:26.198288
GO:0030157,pancreatic juice secretion,2026-05-09T18:41:31.712840
GO:0030162,regulation of proteolysis,2026-03-17T19:46:31.744089
GO:0030163,protein catabolic process,2026-03-17T19:25:32.266895
GO:0030166,proteoglycan biosynthetic process,2026-05-21T03:01:59.267209
GO:0030167,proteoglycan catabolic process,2026-04-09T14:41:42.320242
GO:0030168,platelet activation,2026-03-17T19:25:50.253835
GO:0030182,neuron differentiation,2026-03-17T19:38:47.788762
GO:0030183,B cell differentiation,2026-03-17T19:26:18.803762
GO:0030187,melatonin biosynthetic process,2026-03-17T19:32:23.333862
GO:0030198,extracellular matrix organization,2026-03-12T04:45:59.489422
GO:0030199,collagen fibril organization,2026-03-17T19:33:32.254362
GO:0030212,hyaluronan metabolic process,2026-05-07T20:03:59.525947
GO:0030213,hyaluronan biosynthetic process,2026-03-17T19:37:08.077030
GO:0030216,keratinocyte differentiation,2026-03-17T19:32:02.852143
GO:0030217,T cell differentiation,2026-03-17T19:48:11.336725
GO:0030218,erythrocyte differentiation,2026-03-17T19:25:23.354696
GO:0030219,megakaryocyte differentiation,2026-03-17T19:34:42.194322
GO:0030220,platelet formation,2026-03-17T19:40:07.401984
GO:0030224,monocyte differentiation,2026-04-13T00:21:42.884787
GO:0030238,male sex determination,2026-03-17T19:29:04.354067
GO:0030239,myofibril assembly,2026-03-17T19:45:49.754943
GO:0030240,skeletal muscle thin filament assembly,2026-03-17T19:45:49.745195
GO:0030246,carbohydrate binding,2026-05-19T22:05:20.628430
GO:0030252,growth hormone secretion,2026-04-25T19:32:45.384201
GO:0030254,protein secretion by the type III secretion system,2026-03-17T19:29:13.029250
GO:0030257,type III protein secretion system complex,2026-03-17T19:51:57.902847
GO:0030261,chromosome condensation,2026-05-13T22:42:09.260804
GO:0030282,bone mineralization,2026-03-17T19:29:01.473766
GO:0030301,cholesterol transport,2026-03-17T19:54:16.483993
GO:0030316,osteoclast differentiation,2026-03-17T19:28:46.571055
GO:0030318,melanocyte differentiation,2026-05-27T20:13:07.072067
GO:0030324,lung development,2026-03-17T19:51:37.315206
GO:0030326,embryonic limb morphogenesis,2026-03-09T01:28:22.837120
GO:0030330,"DNA damage response, signal transduction by p53 class mediator",2026-03-17T19:41:57.163603
GO:0030334,regulation of cell migration,2026-05-24T15:09:25.458428
GO:0030335,positive regulation of cell migration,2026-04-11T22:20:39.630429
GO:0030431,sleep,2026-03-17T19:46:43.234849
GO:0030432,peristalsis,2026-03-17T19:38:47.793559
GO:0030433,obsolete ubiquitin-dependent ERAD pathway,2026-03-17T19:29:53.395725
GO:0030449,regulation of complement activation,2026-04-22T22:09:44.618515
GO:0030507,spectrin binding,2026-03-17T19:38:36.828856
GO:0030509,BMP signaling pathway,2026-03-17T19:32:17.730066
GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,2026-03-17T19:32:17.719594
GO:0030514,negative regulation of BMP signaling pathway,2026-03-17T19:32:17.716398
GO:0030520,estrogen receptor signaling pathway,2026-03-17T19:26:04.833973
GO:0030521,androgen receptor signaling pathway,2026-03-17T19:27:50.094114
GO:0030574,collagen catabolic process,2026-03-17T19:41:51.595823
GO:0030593,neutrophil chemotaxis,2026-03-12T04:45:59.485200
GO:0030595,leukocyte chemotaxis,2026-03-17T19:55:12.920102
GO:0030674,protein-macromolecule adaptor activity,2026-05-01T20:58:26.015952
GO:0030728,ovulation,2026-03-17T19:48:58.758372
GO:0030791,arsenite methyltransferase activity,2026-03-17T19:26:07.598266
GO:0030851,granulocyte differentiation,2026-03-17T19:24:07.333861
GO:0030855,epithelial cell differentiation,2026-03-17T19:31:12.816242
GO:0030866,cortical actin cytoskeleton organization,2026-05-09T04:57:52.258871
GO:0030879,mammary gland development,2026-03-17T19:54:49.799305
GO:0030900,forebrain development,2026-04-04T11:40:28.786672
GO:0030964,NADH dehydrogenase complex,2026-05-30T19:45:32.325022
GO:0030968,endoplasmic reticulum unfolded protein response,2026-03-17T19:38:58.786550
GO:0031012,extracellular matrix,2026-03-17T19:34:05.159124
GO:0031016,pancreas development,2026-05-09T09:59:01.616279
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,2026-04-14T19:55:31.710442
GO:0031175,neuron projection development,2026-03-17T19:26:07.624858
GO:0031214,biomineral tissue development,2026-05-05T00:05:23.775090
GO:0031424,keratinization,2026-03-17T19:26:30.426421
GO:0031547,brain-derived neurotrophic factor receptor signaling pathway,2026-04-27T20:56:03.929543
GO:0031589,cell-substrate adhesion,2026-03-17T19:34:22.063132
GO:0031623,receptor internalization,2026-05-16T00:36:25.360074
GO:0031640,killing of cells of another organism,2026-03-19T16:01:00.821168
GO:0031644,regulation of nervous system process,2026-05-02T23:11:33.340942
GO:0031647,regulation of protein stability,2026-03-17T19:25:38.436793
GO:0031929,TOR signaling,2026-03-17T19:30:40.161742
GO:0032008,positive regulation of TOR signaling,2026-04-28T18:52:49.614547
GO:0032048,cardiolipin metabolic process,2026-03-19T19:36:03.274449
GO:0032098,regulation of appetite,2026-03-17T19:27:32.506549
GO:0032147,activation of protein kinase activity,2026-05-02T00:21:11.280800
GO:0032259,methylation,2026-04-12T22:50:17.841704
GO:0032261,purine nucleotide salvage,2026-05-01T07:19:47.117021
GO:0032274,gonadotropin secretion,2026-03-17T19:26:04.837143
GO:0032300,mismatch repair complex,2026-03-17T19:42:42.031696
GO:0032331,negative regulation of chondrocyte differentiation,2026-03-17T19:53:42.327088
GO:0032342,aldosterone biosynthetic process,2026-05-03T17:02:28.870043
GO:0032354,response to follicle-stimulating hormone,2026-04-13T22:43:18.875788
GO:0032367,intracellular cholesterol transport,2026-03-14T22:26:23.290642
GO:0032418,lysosome localization,2026-04-16T12:28:38.612675
GO:0032452,histone demethylase activity,2026-03-19T16:03:29.234731
GO:0032456,endocytic recycling,2026-04-12T18:23:36.684716
GO:0032482,Rab protein signal transduction,2026-05-07T12:01:56.237175
GO:0032496,response to lipopolysaccharide,2026-03-17T19:25:08.290205
GO:0032502,developmental process,2026-05-07T12:01:56.280747
GO:0032543,mitochondrial translation,2026-04-25T18:22:49.515669
GO:0032602,chemokine production,2026-03-17T19:31:24.633273
GO:0032611,interleukin-1 beta production,2026-03-17T19:28:28.313055
GO:0032620,interleukin-17 production,2026-03-17T19:41:01.496806
GO:0032621,interleukin-18 production,2026-04-26T20:18:20.855296
GO:0032627,interleukin-23 production,2026-05-04T18:24:37.405325
GO:0032633,interleukin-4 production,2026-03-17T19:22:36.905162
GO:0032635,interleukin-6 production,2026-04-26T20:18:20.875896
GO:0032640,tumor necrosis factor production,2026-03-17T19:41:01.492414
GO:0032673,regulation of interleukin-4 production,2026-04-12T22:51:57.155480
GO:0032731,positive regulation of interleukin-1 beta production,2026-03-17T19:28:43.514009
GO:0032740,positive regulation of interleukin-17 production,2026-04-26T20:18:20.919816
GO:0032741,positive regulation of interleukin-18 production,2026-03-17T19:28:43.517870
GO:0032836,glomerular basement membrane development,2026-04-30T14:19:32.459710
GO:0032956,regulation of actin cytoskeleton organization,2026-04-13T08:35:45.326059
GO:0032963,collagen metabolic process,2026-05-05T00:39:57.390953
GO:0032964,collagen biosynthetic process,2026-03-17T19:24:17.514633
GO:0032965,regulation of collagen biosynthetic process,2026-03-17T19:31:12.822609
GO:0032980,keratinocyte activation,2026-03-17T19:31:24.613047
GO:0032982,myosin filament,2026-03-19T19:33:16.909659
GO:0033151,V(D)J recombination,2026-03-17T19:26:18.800519
GO:0033173,calcineurin-NFAT signaling cascade,2026-03-17T19:28:52.465681
GO:0033344,cholesterol efflux,2026-05-03T23:48:21.281904
GO:0033353,L-methionine cycle,2026-04-30T14:18:01.550672
GO:0033513,L-lysine catabolic process to acetyl-CoA via 5-aminopentanamide,2026-03-17T19:44:08.472459
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,2026-05-19T14:05:56.820291
GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase,2026-05-10T16:17:51.041233
GO:0033554,cellular response to stress,2026-04-28T10:39:55.093347
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,2026-05-20T08:12:32.593508
GO:0033617,mitochondrial respiratory chain complex IV assembly,2026-05-30T19:45:32.371987
GO:0033700,phospholipid efflux,2026-05-03T23:48:21.289130
GO:0033993,response to lipid,2026-03-17T19:52:27.112425
GO:0034097,response to cytokine,2026-03-17T19:31:12.798722
GO:0034101,erythrocyte homeostasis,2026-03-17T19:25:23.351817
GO:0034102,erythrocyte clearance,2026-03-17T19:31:21.615908
GO:0034108,positive regulation of erythrocyte clearance,2026-03-17T19:28:01.919394
GO:0034134,toll-like receptor 2 signaling pathway,2026-05-18T15:23:30.394630
GO:0034138,toll-like receptor 3 signaling pathway,2026-03-17T19:54:16.470340
GO:0034142,toll-like receptor 4 signaling pathway,2026-03-17T19:55:01.434231
GO:0034154,toll-like receptor 7 signaling pathway,2026-03-17T19:53:06.850525
GO:0034162,toll-like receptor 9 signaling pathway,2026-03-17T19:53:06.856336
GO:0034185,apolipoprotein binding,2026-05-03T22:24:58.234271
GO:0034197,triglyceride transport,2026-05-21T13:03:36.609094
GO:0034205,amyloid-beta formation,2026-03-17T19:25:32.201671
GO:0034220,monoatomic ion transmembrane transport,2026-05-04T22:55:39.413887
GO:0034329,cell junction assembly,2026-04-21T13:49:32.795831
GO:0034330,cell junction organization,2026-03-17T19:29:13.033389
GO:0034332,adherens junction organization,2026-04-24T18:44:40.201572
GO:0034340,response to type I interferon,2026-03-17T19:32:43.061283
GO:0034341,response to type II interferon,2026-03-17T19:55:12.913123
GO:0034378,chylomicron assembly,2026-05-03T22:24:58.242123
GO:0034379,very-low-density lipoprotein particle assembly,2026-05-03T22:24:58.249092
GO:0034380,high-density lipoprotein particle assembly,2026-05-03T23:48:21.296118
GO:0034383,low-density lipoprotein particle clearance,2026-03-17T19:31:37.188280
GO:0034389,lipid droplet organization,2026-05-04T05:03:21.545155
GO:0034405,response to fluid shear stress,2026-05-07T15:28:17.835883
GO:0034440,lipid oxidation,2026-03-17T19:42:18.060022
GO:0034464,BBSome,2026-03-17T19:27:32.482563
GO:0034505,tooth mineralization,2026-05-04T20:03:40.713821
GO:0034599,cellular response to oxidative stress,2026-03-17T19:35:21.067507
GO:0034612,response to tumor necrosis factor,2026-03-17T19:43:48.599156
GO:0034614,cellular response to reactive oxygen species,2026-05-24T10:03:22.793143
GO:0034620,cellular response to unfolded protein,2026-03-17T19:35:57.058987
GO:0034756,regulation of iron ion transport,2026-03-17T19:38:06.642045
GO:0034757,negative regulation of iron ion transport,2026-03-17T19:38:06.645566
GO:0034758,positive regulation of iron ion transport,2026-03-17T19:38:06.658552
GO:0034765,regulation of monoatomic ion transmembrane transport,2026-05-09T09:04:24.372659
GO:0034976,response to endoplasmic reticulum stress,2026-03-14T22:22:20.402187
GO:0034983,peptidyl-lysine deacetylation,2026-03-19T20:17:57.907647
GO:0035082,axoneme assembly,2026-03-17T19:49:29.570561
GO:0035094,response to nicotine,2026-03-23T15:09:25.286978
GO:0035108,limb morphogenesis,2026-04-04T14:54:31.877780
GO:0035176,social behavior,2026-05-02T23:11:33.357147
GO:0035195,miRNA-mediated post-transcriptional gene silencing,2026-04-12T22:49:02.438303
GO:0035196,miRNA processing,2026-04-12T22:49:02.431270
GO:0035235,ionotropic glutamate receptor signaling pathway,2026-05-05T00:39:57.403069
GO:0035249,"synaptic transmission, glutamatergic",2026-03-17T19:51:34.571013
GO:0035269,protein O-linked glycosylation via mannose,2026-03-17T19:33:29.009264
GO:0035270,endocrine system development,2026-05-10T15:16:39.504359
GO:0035329,hippo signaling,2026-03-17T19:43:08.141374
GO:0035348,acetyl-CoA transmembrane transport,2026-05-18T19:13:51.855952
GO:0035418,protein localization to synapse,2026-04-25T22:48:19.503657
GO:0035435,phosphate ion transmembrane transport,2026-04-14T01:04:47.355044
GO:0035483,gastric emptying,2026-05-08T12:02:59.129356
GO:0035556,intracellular signal transduction,2026-04-30T14:17:23.357716
GO:0035633,maintenance of blood-brain barrier,2026-03-17T19:34:30.548774
GO:0035708,interleukin-4-dependent isotype switching to IgE isotypes,2026-03-17T19:22:36.902125
GO:0035721,intraciliary retrograde transport,2026-03-17T19:40:38.811872
GO:0035725,sodium ion transmembrane transport,2026-04-13T22:49:10.652340
GO:0035733,hepatic stellate cell activation,2026-03-17T19:26:07.642185
GO:0035735,intraciliary transport involved in cilium assembly,2026-03-19T19:34:24.383555
GO:0035771,interleukin-4-mediated signaling pathway,2026-03-17T19:22:36.899226
GO:0035825,homologous recombination,2026-03-17T19:35:21.077779
GO:0035864,response to potassium ion,2026-03-19T19:16:06.641493
GO:0035869,ciliary transition zone,2026-03-17T19:27:32.484298
GO:0035898,parathyroid hormone secretion,2026-03-17T19:28:46.507972
GO:0035929,steroid hormone secretion,2026-05-20T06:24:35.992458
GO:0035933,glucocorticoid secretion,2026-03-17T19:31:59.997356
GO:0035988,chondrocyte proliferation,2026-04-30T14:17:23.348659
GO:0035994,response to muscle stretch,2026-03-17T19:53:30.910473
GO:0036046,protein demalonylation,2026-03-17T19:34:05.167243
GO:0036064,ciliary basal body,2026-03-17T19:43:27.682670
GO:0036148,phosphatidylglycerol acyl-chain remodeling,2026-03-17T19:28:28.303496
GO:0036157,outer dynein arm,2026-03-17T19:49:29.594469
GO:0036230,granulocyte activation,2026-03-17T19:53:06.863015
GO:0036297,interstrand cross-link repair,2026-03-17T19:35:21.091328
GO:0036465,synaptic vesicle recycling,2026-03-17T19:28:52.468987
GO:0036503,ERAD pathway,2026-03-19T16:01:00.807020
GO:0038026,reelin-mediated signaling pathway,2026-05-13T19:58:33.755704
GO:0038061,non-canonical NF-kappaB signal transduction,2026-03-17T19:45:46.723824
GO:0038084,vascular endothelial growth factor signaling pathway,2026-03-17T19:55:18.858392
GO:0038092,nodal signaling pathway,2026-04-13T22:39:52.731516
GO:0038110,interleukin-2-mediated signaling pathway,2026-03-17T19:27:32.510667
GO:0038123,toll-like receptor TLR1:TLR2 signaling pathway,2026-03-17T19:43:51.616012
GO:0038127,ERBB signaling pathway,2026-03-17T19:27:11.504963
GO:0038128,ERBB2 signaling pathway,2026-03-17T19:37:27.841241
GO:0038155,interleukin-23-mediated signaling pathway,2026-04-30T13:56:48.773268
GO:0038163,thrombopoietin-mediated signaling pathway,2026-04-22T22:19:25.917094
GO:0038171,cannabinoid signaling pathway,2026-05-08T12:02:59.070020
GO:0038202,TORC1 signaling,2026-03-19T19:41:30.215255
GO:0039502,symbiont-mediated suppression of host type I interferon-mediated signaling pathway,2026-03-17T19:38:22.835806
GO:0039702,viral budding via host ESCRT complex,2026-03-17T19:44:28.084379
GO:0040007,growth,2026-05-02T02:01:17.975248
GO:0040012,regulation of locomotion,2026-05-21T20:13:22.633201
GO:0040015,negative regulation of multicellular organism growth,2026-05-18T18:05:48.252039
GO:0040029,epigenetic regulation of gene expression,2026-03-17T19:26:07.617033
GO:0042044,fluid transport,2026-05-30T15:24:55.100671
GO:0042054,histone methyltransferase activity,2026-05-02T02:01:17.528796
GO:0042060,wound healing,2026-03-17T19:33:32.265098
GO:0042073,intraciliary transport,2026-03-17T19:27:32.489338
GO:0042088,T-helper 1 type immune response,2026-03-17T19:31:00.789740
GO:0042092,type 2 immune response,2026-03-17T19:22:36.893832
GO:0042093,T-helper cell differentiation,2026-03-17T19:24:44.541007
GO:0042098,T cell proliferation,2026-05-09T23:50:38.521982
GO:0042100,B cell proliferation,2026-04-30T17:22:49.410023
GO:0042110,T cell activation,2026-03-17T19:24:37.736065
GO:0042113,B cell activation,2026-03-17T19:28:13.801543
GO:0042116,macrophage activation,2026-03-17T19:36:13.386345
GO:0042118,endothelial cell activation,2026-03-17T19:41:01.459743
GO:0042119,neutrophil activation,2026-03-17T19:27:41.305007
GO:0042127,regulation of cell population proliferation,2026-03-17T19:34:10.707464
GO:0042147,"retrograde transport, endosome to Golgi",2026-05-06T10:21:16.238178
GO:0042157,lipoprotein metabolic process,2026-05-21T13:03:36.622006
GO:0042167,heme catabolic process,2026-03-19T19:35:20.676835
GO:0042171,lysophosphatidic acid acyltransferase activity,2026-05-21T14:33:01.849172
GO:0042254,ribosome biogenesis,2026-03-17T19:32:52.209037
GO:0042267,natural killer cell mediated cytotoxicity,2026-04-26T20:14:08.143570
GO:0042310,vasoconstriction,2026-03-17T19:49:12.197465
GO:0042311,vasodilation,2026-03-17T19:31:21.608239
GO:0042359,vitamin D metabolic process,2026-03-17T19:28:46.512444
GO:0042391,regulation of membrane potential,2026-03-17T19:25:38.444341
GO:0042403,thyroid hormone metabolic process,2026-05-07T19:48:50.050922
GO:0042405,nuclear inclusion body,2026-04-25T18:17:07.896448
GO:0042416,dopamine biosynthetic process,2026-03-17T19:47:54.483575
GO:0042421,norepinephrine biosynthetic process,2026-05-06T14:27:31.650050
GO:0042423,catecholamine biosynthetic process,2026-03-17T19:43:57.271828
GO:0042426,choline catabolic process,2026-05-18T12:06:42.482620
GO:0042427,serotonin biosynthetic process,2026-03-17T19:42:21.128532
GO:0042428,serotonin metabolic process,2026-03-19T19:36:06.126234
GO:0042438,melanin biosynthetic process,2026-03-17T19:48:37.362798
GO:0042471,ear morphogenesis,2026-05-02T02:01:20.903445
GO:0042472,inner ear morphogenesis,2026-05-08T12:44:12.663934
GO:0042475,odontogenesis of dentin-containing tooth,2026-04-30T20:30:32.554044
GO:0042476,odontogenesis,2026-03-17T19:40:44.877767
GO:0042541,hemoglobin biosynthetic process,2026-03-17T19:25:23.340139
GO:0042552,myelination,2026-03-14T22:20:21.292403
GO:0042593,glucose homeostasis,2026-03-17T19:32:49.086915
GO:0042594,response to starvation,2026-03-17T19:23:40.044122
GO:0042596,fear response,2026-03-17T19:36:18.920075
GO:0042622,photoreceptor outer segment membrane,2026-03-17T19:27:32.496428
GO:0042626,ATPase-coupled transmembrane transporter activity,2026-05-03T23:48:21.268360
GO:0042632,cholesterol homeostasis,2026-03-17T19:29:01.479803
GO:0042633,hair cycle,2026-03-19T19:16:06.702843
GO:0042641,actomyosin,2026-05-08T12:03:31.812372
GO:0042710,biofilm formation,2026-03-17T19:29:53.411382
GO:0042730,fibrinolysis,2026-03-17T19:25:50.258078
GO:0042742,defense response to bacterium,2026-03-12T04:45:59.480854
GO:0042744,hydrogen peroxide catabolic process,2026-03-17T19:36:40.823946
GO:0042745,circadian sleep/wake cycle,2026-03-17T19:45:43.689461
GO:0042775,mitochondrial ATP synthesis coupled electron transport,2026-03-17T19:43:22.004931
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,2026-05-06T22:14:18.508722
GO:0042783,symbiont-mediated evasion of host immune response,2026-05-08T10:13:26.312637
GO:0042816,vitamin B6 metabolic process,2026-03-17T19:39:41.597317
GO:0042832,defense response to protozoan,2026-03-17T19:32:58.016501
GO:0042982,amyloid precursor protein metabolic process,2026-03-17T19:25:32.208342
GO:0043066,negative regulation of apoptotic process,2026-03-17T19:47:37.241240
GO:0043085,positive regulation of catalytic activity,2026-03-17T19:45:26.451817
GO:0043101,purine-containing compound salvage,2026-05-10T02:53:05.528847
GO:0043111,replication fork arrest,2026-03-17T19:53:16.024970
GO:0043112,receptor metabolic process,2026-03-17T19:42:24.095386
GO:0043114,regulation of vascular permeability,2026-03-17T19:41:28.638363
GO:0043117,positive regulation of vascular permeability,2026-05-09T08:56:06.969091
GO:0043122,regulation of canonical NF-kappaB signal transduction,2026-04-25T23:10:56.508177
GO:0043123,positive regulation of canonical NF-kappaB signal transduction,2026-03-19T15:55:35.106585
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,2026-03-17T19:29:39.421920
GO:0043197,dendritic spine,2026-05-08T00:55:06.494366
GO:0043202,lysosomal lumen,2026-04-14T12:57:13.107066
GO:0043209,myelin sheath,2026-03-17T19:46:13.593104
GO:0043240,Fanconi anaemia nuclear complex,2026-03-17T19:35:21.082262
GO:0043277,apoptotic cell clearance,2026-03-17T19:53:06.876543
GO:0043303,mast cell degranulation,2026-03-17T19:54:55.597826
GO:0043312,neutrophil degranulation,2026-03-17T19:25:20.436582
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",2026-05-05T18:10:35.879161
GO:0043368,positive T cell selection,2026-05-05T18:10:36.322605
GO:0043383,negative T cell selection,2026-04-22T22:06:57.197015
GO:0043401,steroid hormone receptor signaling pathway,2026-04-30T14:15:23.895340
GO:0043473,pigmentation,2026-03-17T19:53:56.691963
GO:0043490,malate-aspartate shuttle,2026-03-17T19:30:33.435035
GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,2026-03-17T19:24:03.761945
GO:0043523,regulation of neuron apoptotic process,2026-03-17T19:31:07.010522
GO:0043543,protein acylation,2026-03-17T19:44:08.482801
GO:0043547,positive regulation of GTPase activity,2026-04-28T18:52:49.595840
GO:0043584,nose development,2026-05-07T00:25:33.195171
GO:0043627,response to estrogen,2026-03-17T19:34:19.081898
GO:0043648,dicarboxylic acid metabolic process,2026-03-17T19:32:14.524413
GO:0043687,post-translational protein modification,2026-05-06T15:44:26.055661
GO:0043708,cell adhesion involved in biofilm formation,2026-03-17T19:35:51.978094
GO:0044003,symbiont-mediated perturbation of host process,2026-03-17T19:40:21.844879
GO:0044010,single-species biofilm formation,2026-03-17T19:35:51.983568
GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation,2026-04-12T22:43:02.968563
GO:0044065,regulation of respiratory system process,2026-03-17T19:37:39.923984
GO:0044114,development of symbiont in host,2026-05-08T10:13:26.298589
GO:0044205,'de novo' UMP biosynthetic process,2026-05-11T05:05:19.252220
GO:0044241,lipid digestion,2026-03-12T04:45:59.494999
GO:0044331,cell-cell adhesion mediated by cadherin,2026-04-24T18:44:40.188994
GO:0044364,obsolete disruption of cells of another organism,2026-03-17T19:29:53.418207
GO:0044403,biological process involved in symbiotic interaction,2026-05-04T18:24:37.423684
GO:0044406,adhesion of symbiont to host,2026-03-17T19:29:53.414942
GO:0044409,symbiont entry into host,2026-05-05T16:13:32.132391
GO:0044458,motile cilium assembly,2026-03-19T16:39:13.057057
GO:0044546,NLRP3 inflammasome complex assembly,2026-03-17T19:25:32.239650
GO:0044782,cilium organization,2026-03-17T19:40:41.930155
GO:0044826,viral genome integration into host DNA,2026-03-17T19:29:39.440765
GO:0044843,cell cycle G1/S phase transition,2026-04-14T01:11:51.142691
GO:0045004,DNA replication proofreading,2026-05-08T10:07:14.021250
GO:0045005,DNA-templated DNA replication maintenance of fidelity,2026-03-17T19:42:42.038604
GO:0045039,protein insertion into mitochondrial inner membrane,2026-03-17T19:51:54.930975
GO:0045056,transcytosis,2026-03-17T19:41:51.602066
GO:0045060,negative thymic T cell selection,2026-04-22T22:06:57.205066
GO:0045061,thymic T cell selection,2026-04-22T22:09:09.018895
GO:0045064,T-helper 2 cell differentiation,2026-03-17T19:22:36.896695
GO:0045071,negative regulation of viral genome replication,2026-05-26T14:46:30.266318
GO:0045087,innate immune response,2026-03-17T19:26:18.809893
GO:0045098,type III intermediate filament,2026-05-20T08:54:07.794039
GO:0045103,intermediate filament-based process,2026-04-24T18:04:28.322790
GO:0045104,intermediate filament cytoskeleton organization,2026-03-17T19:34:24.861391
GO:0045109,intermediate filament organization,2026-03-17T19:34:24.856307
GO:0045165,cell fate commitment,2026-05-10T04:45:30.610533
GO:0045190,isotype switching,2026-03-17T19:26:18.797743
GO:0045202,synapse,2026-04-17T21:55:30.278912
GO:0045214,sarcomere organization,2026-03-17T19:29:10.135051
GO:0045254,pyruvate dehydrogenase complex,2026-03-17T19:42:03.176221
GO:0045259,proton-transporting ATP synthase complex,2026-05-20T08:12:32.563481
GO:0045271,respiratory chain complex I,2026-03-19T16:41:21.956489
GO:0045332,phospholipid translocation,2026-05-13T19:58:33.766690
GO:0045333,cellular respiration,2026-05-05T12:14:14.162109
GO:0045428,regulation of nitric oxide biosynthetic process,2026-03-17T19:39:23.803051
GO:0045444,fat cell differentiation,2026-03-17T19:28:49.494993
GO:0045453,bone resorption,2026-03-17T19:26:57.103624
GO:0045454,cell redox homeostasis,2026-03-17T19:30:33.438817
GO:0045471,response to ethanol,2026-05-02T00:46:00.692270
GO:0045494,photoreceptor cell maintenance,2026-03-19T19:44:10.074713
GO:0045576,mast cell activation,2026-03-17T19:40:21.839585
GO:0045580,regulation of T cell differentiation,2026-03-17T19:35:51.994756
GO:0045664,regulation of neuron differentiation,2026-04-12T15:19:03.480409
GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,2026-03-17T19:52:21.516810
GO:0045739,positive regulation of DNA repair,2026-05-26T14:46:30.203314
GO:0045777,positive regulation of blood pressure,2026-04-22T22:11:11.371173
GO:0045778,positive regulation of ossification,2026-05-10T04:45:30.600498
GO:0045785,positive regulation of cell adhesion,2026-03-17T19:52:09.420537
GO:0045786,negative regulation of cell cycle,2026-03-17T19:37:43.020284
GO:0045814,"negative regulation of gene expression, epigenetic",2026-03-17T19:26:07.620598
GO:0045879,negative regulation of smoothened signaling pathway,2026-03-17T19:36:49.269107
GO:0045916,negative regulation of complement activation,2026-05-02T19:58:07.213673
GO:0045944,positive regulation of transcription by RNA polymerase II,2026-03-17T19:25:26.190376
GO:0046034,ATP metabolic process,2026-03-17T19:37:13.363647
GO:0046085,adenosine metabolic process,2026-04-30T14:18:01.533308
GO:0046209,nitric oxide metabolic process,2026-03-17T19:52:09.426619
GO:0046459,short-chain fatty acid metabolic process,2026-03-17T19:54:46.572830
GO:0046461,neutral lipid catabolic process,2026-05-19T21:10:21.459731
GO:0046473,phosphatidic acid metabolic process,2026-03-17T19:42:18.066774
GO:0046479,glycosphingolipid catabolic process,2026-03-17T19:46:16.489972
GO:0046491,L-methylmalonyl-CoA metabolic process,2026-03-19T20:16:49.123284
